open,write,read,close
116.538,5.16,0.77,11.659
115.518,5.389,0.78,11.78
117.687,5.3,0.77,11.84
118.207,5.24,0.78,11.79
133.607,6.789,1.9,13.12
144.957,5.609,0.81,12.34
119.017,5.35,0.76,11.66
115.887,5.22,0.74,11.74
130.367,6.019,0.89,13.2
126.837,5.51,0.8,12.39
117.368,5.27,0.76,11.549
116.148,5.379,0.77,11.91
129.847,5.59,0.81,12.13
118.377,5.22,0.74,11.749
115.628,5.269,0.78,11.67
115.907,5.26,0.77,11.62
125.347,5.25,0.77,11.76
115.337,5.37,0.79,11.649
114.478,5.2,0.76,11.519
145.017,6.699,1,15.16
135.437,5.7,0.81,12.55
117.567,5.28,0.76,11.699
114.798,5.259,0.75,11.63
115.007,5.23,0.77,11.59
117.427,5.33,0.81,11.65
117.037,5.25,0.77,11.58
149.066,7.01,0.95,15.12
112.848,5.5,0.79,16.529
120.857,5.34,0.77,11.64
116.577,5.47,0.8,11.68
117.337,5.18,0.79,11.67
115.918,5.28,0.81,11.599
116.798,5.169,0.79,11.74
118.987,5.61,0.87,12.25
116.807,5.23,0.82,11.75
115.677,5.25,0.8,11.899
117.088,5.39,0.78,11.819
115.177,5.18,0.78,11.75
115.097,5.17,0.78,11.79
115.527,5.16,0.75,11.61
115.207,5.16,0.74,11.76
116.457,5.19,0.78,11.619
118.088,5.259,0.77,11.78
116.077,5.24,0.79,11.89
117.637,5.14,0.8,11.7
118.927,5.22,0.81,11.729
117.038,5.28,0.79,11.649
123.567,5.55,0.81,11.97
149.966,5.35,0.8,11.63
114.607,5.26,0.79,11.61
113.397,5.24,0.77,11.62
125.547,6.309,0.91,13.27
119.157,5.99,0.9,12.4
153.956,7.71,1.15,16.759
138.197,5.9,0.87,13.1
119.067,12.24,0.76,11.709
115.358,5.229,0.76,11.58
116.747,5.34,0.78,11.74
113.937,5.16,0.78,11.63
113.777,5.49,0.79,11.56
114.687,5.21,0.79,11.58
113.698,5.29,0.74,11.579
116.788,5.199,0.78,11.54
113.007,5.25,0.77,11.67
115.937,5.22,0.81,11.62
112.977,5.23,0.78,11.62
120.017,5.5,0.77,11.829
115.358,5.27,0.78,11.699
115.788,5.089,0.78,11.6
112.827,5.19,0.77,11.37
112.987,5.21,0.79,11.54
114.537,5.21,0.79,11.32
113.167,5.19,0.78,11.48
116.167,5.21,0.76,11.469
113.078,5.22,0.77,11.669
337.192,5.81,1.71,11.96
101.748,9.879,1.79,11.57
115.137,5.28,0.79,11.76
113.427,5.17,0.81,11.47
113.407,5.16,0.79,11.54
117.378,5.25,0.77,11.789
119.137,5.25,0.78,11.52
112.757,5.23,0.76,11.52
116.267,5.25,0.77,11.56
114.797,5.22,0.77,11.54
113.047,5.16,0.79,11.66
112.418,5.16,0.76,11.539
114.938,5.19,0.78,11.469
112.518,5.299,0.78,11.62
112.577,5.4,0.79,11.62
129.236,7.43,1.1,16.01
141.257,5.95,0.85,12.93
121.818,5.269,0.78,11.57
115.217,5.32,0.79,11.54
114.897,5.18,0.79,11.57
113.237,5.18,0.79,11.54
113.457,5.2,0.77,11.53
129.246,6.52,0.97,14.49
121.558,5.56,0.8,12.26
114.857,5.26,0.78,11.67
114.048,5.22,0.78,11.559
114.068,5.16,0.78,11.599
112.748,5.499,0.76,11.69
113.357,5.22,0.78,11.65
114.017,5.29,0.76,11.53
113.787,5.31,0.8,11.57
114.377,5.25,0.78,11.64
113.357,5.14,0.77,11.729
113.778,5.28,0.75,11.639
113.938,5.179,0.75,11.56
112.857,5.24,0.78,11.45
113.067,5.23,0.79,11.59
112.197,5.44,0.8,11.56
113.307,5.24,0.79,11.52
119.527,5.19,0.76,11.549
113.818,5.22,0.79,11.599
146.807,7.489,1.09,16.38
127.817,5.57,0.79,12.5
114.317,5.26,0.78,11.59
113.667,5.35,0.8,11.499
112.418,5.27,0.77,11.439
113.208,5.17,0.77,11.539
112.908,5.259,0.78,11.46
115.527,5.29,0.77,11.6
114.047,5.28,0.75,11.53
114.847,5.24,0.79,11.54
112.517,5.17,0.79,11.61
112.638,5.1,0.76,11.609
112.788,5.27,0.78,11.629
114.588,5.249,0.75,11.56
114.467,5.24,0.77,11.58
114.817,5.26,0.78,11.72
112.867,5.13,0.75,11.49
113.687,5.48,0.78,11.54
113.277,5.2,0.76,11.56
112.738,5.24,0.78,11.609
112.598,5.2,0.78,11.629
114.578,5.229,0.77,11.53
134.287,5.23,0.8,11.84
119.778,5.37,0.74,11.879
105.058,6.46,1.23,13.939
112.578,5.139,0.76,11.6
114.597,5.16,0.78,11.63
112.707,5.21,0.78,11.65
113.667,5.21,0.78,11.6
114.397,5.24,0.78,11.52
126.186,7.8,2.15,15.3
129.307,10.6,0.78,12.219
106.388,5.1,0.75,11.539
113.188,5.2,0.76,11.459
112.468,5.229,0.77,11.56
112.827,5.17,0.81,11.53
116.047,5.18,0.77,11.58
113.567,5.24,0.77,11.61
114.097,5.18,0.76,11.49
114.247,5.39,0.78,11.569
112.948,5.2,0.79,11.669
113.208,5.229,0.79,11.63
113.937,5.37,0.78,11.74
112.747,5.23,0.76,11.53
113.227,5.18,0.79,11.49
114.457,5.3,0.74,11.61
113.097,5.21,0.79,11.66
113.418,5.21,0.79,11.599
112.788,5.23,0.77,11.629
123.647,6.8,0.98,15.12
129.668,5.8,0.84,12.669
131.417,5.78,1.2,17.52
131.367,5.65,0.86,12.53
116.537,5.27,0.73,11.52
113.327,5.23,0.73,11.66
135.176,6.99,1.01,15.78
124.927,5.67,0.79,12.519
116.348,5.449,0.76,11.45
113.177,5.17,0.73,11.61
116.307,5.27,0.76,11.53
117.177,5.26,0.76,11.49
113.187,5.24,0.77,11.59
113.068,5.27,0.75,11.629
113.598,5.27,0.77,11.649
119.767,5.17,0.76,11.55
113.497,5.35,0.75,11.75
112.867,5.25,0.76,11.62
140.896,5.84,0.86,12.39
131.507,5.31,0.79,11.699
117.838,5.25,0.809,11.68
117.007,5.15,0.76,11.61
117.647,5.25,0.8,11.81
119.197,5.5,0.76,11.72
116.368,5.26,0.75,11.789
115.588,5.379,0.8,11.62
117.147,5.27,0.77,11.67
116.957,5.22,0.77,11.63
116.517,5.17,0.77,11.64
117.248,5.32,0.79,11.709
117.278,5.179,0.81,11.7
117.537,5.2,0.79,11.59
116.707,5.26,0.79,11.67
118.927,5.22,0.78,11.709
116.508,5.23,0.78,11.59
116.357,5.21,0.81,11.87
115.597,5.25,0.78,11.71
118.987,5.2,0.79,11.64
117.077,5.17,0.75,11.899
116.898,5.189,0.78,11.7
122.837,5.51,0.74,12.06
115.867,5.25,0.75,11.56
116.257,5.38,0.77,11.609
115.628,5.55,0.79,11.809
118.627,5.17,0.78,11.73
116.867,5.25,0.77,11.71
116.767,5.19,0.75,11.73
118.117,5.53,0.77,11.579
132.227,5.72,0.89,12.609
120.278,5.279,0.78,11.79
116.487,5.34,0.76,11.57
115.497,5.26,0.75,11.66
115.377,5.2,0.77,11.57
110.107,6.27,1.75,11.919
115.478,5.3,0.8,11.659
120.717,8.78,1.66,11.84
118.107,5.18,0.8,11.769
116.608,5.199,0.76,11.78
118.277,5.26,0.8,11.58
116.737,5.19,0.77,11.76
118.847,5.32,0.77,11.659
116.067,5.17,0.78,11.65
126.847,5.43,0.77,12.03
118.048,5.11,0.78,11.669
116.707,5.18,0.79,11.91
115.917,5.22,0.76,144.917
459.37,5.649,0.87,12.38
118.287,5.15,0.76,11.61
116.917,5.3,0.76,11.69
128.717,5.58,0.81,18.32
154.016,6.14,0.9,13.56
130.827,5.91,0.84,12.82
119.887,5.52,0.78,11.74
117.918,5.36,0.78,11.709
117.027,5.2,0.78,11.68
117.307,5.16,0.81,11.69
126.707,5.409,0.77,11.97
117.947,5.61,0.77,11.55
116.447,5.26,0.8,11.65
116.157,5.3,0.78,11.659
116.378,5.259,0.79,11.66
116.577,5.23,0.77,11.73
123.327,5.179,0.78,11.81
153.206,7.73,1.08,16.03
138.126,5.66,0.79,11.82
133.147,5.15,2.36,16.419
125.377,5.68,0.83,12.26
129.817,5.829,0.87,12.47
126.837,5.27,0.81,11.57
118.097,5.27,0.76,11.649
117.937,5.18,0.78,11.77
117.037,5.23,0.78,11.68
117.047,5.25,0.78,11.819
116.688,5.309,0.77,11.88
116.067,5.25,0.79,11.79
116.557,5.41,0.78,11.81
118.007,5.21,0.79,11.759
120.577,5.27,0.79,11.9
118.757,5.25,0.77,11.72
119.487,5.21,0.76,11.749
117.388,5.12,0.76,11.7
116.607,5.46,0.8,11.78
117.497,5.26,0.77,11.77
118.498,5.37,0.769,11.69
116.257,5.31,0.74,19.5
114.847,5.24,0.8,11.7
115.748,5.21,0.77,11.719
116.637,5.22,0.78,11.58
116.407,5.22,0.75,11.58
116.887,5.27,0.82,11.57
117.768,5.16,0.74,11.799
118.497,5.33,0.8,11.68
126.777,5.38,0.79,11.869
115.868,5.229,0.8,11.68
115.787,5.21,0.78,11.69
129.467,5.29,0.78,11.809
118.707,5.21,0.78,11.72
116.537,5.17,0.78,11.73
115.257,5.24,0.78,11.76
145.257,7.36,1.12,20.899
145.097,6.02,1.84,13.049
116.668,5.24,0.75,11.84
111.558,5.339,0.79,11.88
118.697,5.5,0.8,11.52
115.737,5.25,0.8,11.69
115.967,5.28,0.78,11.629
116.168,5.29,0.75,11.759
116.438,5.219,0.79,11.66
117.367,5.32,0.76,11.74
121.727,5.33,0.83,11.87
115.878,5.1,0.82,11.789
115.448,5.18,0.79,11.58
117.787,5.23,0.81,11.66
117.397,5.14,0.79,11.69
117.637,5.34,0.79,11.95
116.998,5.19,0.78,11.639
117.008,5.279,0.79,21.2
122.107,6.23,0.94,13.429
131.957,5.86,0.85,12.81
119.547,5.36,0.78,11.79
118.537,5.26,0.77,11.719
116.268,5.179,0.76,11.56
117.097,5.39,0.78,11.85
117.337,5.19,0.75,23.599
126.107,5.4,0.77,11.74
119.007,5.31,0.77,11.67
115.757,5.22,0.78,11.65
116.288,5.27,0.76,11.589
124.277,5.3,0.77,11.68
115.767,5.25,0.78,11.74
115.497,5.38,0.77,11.88
124.457,5.42,0.81,11.979
117.707,5.19,0.77,11.82
115.527,5.39,0.77,11.74
114.757,5.28,0.77,11.75
120.327,5.35,0.8,11.899
116.048,5.299,0.77,11.76
115.967,5.24,0.76,11.66
129.087,5.59,0.8,18.279
143.317,5.25,0.76,11.729
115.658,5.29,0.78,11.639
116.118,5.269,0.78,11.81
113.387,5.22,0.75,11.59
112.947,5.25,0.76,11.48
114.157,5.26,0.77,11.63
114.047,5.41,0.77,11.55
112.887,5.26,0.8,46.419
115.207,5.34,0.77,11.63
114.428,5.16,0.78,11.639
113.608,5.21,0.76,11.569
114.128,5.249,0.79,11.68
114.557,5.28,0.77,11.64
114.357,5.58,0.78,11.6
113.177,5.29,0.76,11.51
117.047,5.14,0.8,11.639
113.078,5.18,0.77,11.479
115.348,5.229,0.77,11.7
113.067,5.2,0.79,11.49
113.787,5.23,0.79,11.55
112.877,5.27,0.79,11.49
112.967,5.41,0.78,11.54
126.677,5.35,0.79,11.729
117.597,5.32,0.78,11.66
115.897,5.46,0.77,11.51
112.697,5.28,0.77,11.61
112.967,5.26,0.76,11.68
112.667,5.26,0.76,11.51
112.818,5.28,0.79,11.619
115.858,5.28,0.77,11.379
113.148,5.209,0.79,11.44
112.907,5.21,0.78,11.68
131.447,6.22,1.72,11.859
161.718,5.76,0.82,12.339
120.136,5.48,0.76,12.03
121.387,8.11,1.39,11.629
114.948,5.15,0.78,11.519
141.367,6.3,0.92,13.219
121.058,5.549,0.81,12.6
119.067,5.23,0.81,11.63
115.217,5.2,0.79,11.53
113.387,5.14,0.77,11.47
114.768,5.37,0.76,11.569
113.108,5.25,0.78,11.499
116.967,5.27,0.76,11.62
114.387,5.25,0.79,11.62
114.247,5.28,0.77,11.57
114.137,5.26,0.76,11.62
113.547,5.25,0.8,11.649
113.848,5.2,0.79,11.739
114.078,5.2,0.78,11.51
113.218,5.179,0.76,11.62
120.057,5.05,0.73,11.41
119.727,5.21,0.77,11.58
113.858,5.4,0.76,11.449
119.728,5.249,0.76,11.77
112.957,5.3,0.76,11.51
113.197,5.21,0.8,11.59
112.967,5.46,0.77,11.59
124.187,5.68,0.86,12.509
118.988,5.319,0.77,11.51
115.717,5.22,0.78,11.52
113.367,5.15,0.81,11.66
113.297,5.15,0.8,11.72
114.287,5.26,0.79,11.49
116.758,5.15,0.78,11.599
113.598,5.18,0.8,11.549
113.448,5.159,0.78,11.44
113.227,5.39,0.79,11.67
113.877,5.12,0.75,11.57
123.397,5.25,0.77,11.75
115.228,5.23,0.8,11.709
113.468,5.18,0.77,11.6
113.457,5.23,0.79,11.56
113.737,5.26,0.78,11.65
115.897,5.27,0.78,11.63
113.307,5.2,0.77,11.68
119.627,5.32,0.8,11.589
113.908,5.23,0.78,11.619
147.206,7.51,1.15,16.71
130.947,6,0.86,13.01
122.297,6.51,0.92,14.54
126.928,5.81,0.82,12.61
116.368,5.32,0.77,11.609
119.098,5.359,0.78,11.58
114.377,5.21,0.73,11.51
117.227,5.16,0.75,11.81
114.317,5.33,0.76,11.68
119.447,5.23,0.74,11.589
113.498,5.219,0.77,11.69
114.097,5.4,0.75,11.56
113.407,5.21,0.76,11.67
112.487,5.16,0.75,11.49
112.947,5.31,0.78,11.54
113.097,5.16,0.76,11.62
132.016,5.38,0.76,11.92
116.577,5.32,0.76,11.66
113.387,5.28,0.76,11.83
115.007,5.17,0.78,11.53
117.708,5.31,0.77,11.519
113.268,5.189,0.76,11.59
113.277,5.21,0.76,11.75
115.717,5.17,0.77,11.78
113.147,5.2,0.76,11.75
132.097,6.109,1.71,12.18
116.407,5.26,0.78,11.48
136.917,5.34,0.78,11.589
124.647,5.47,0.78,11.83
114.707,5.55,0.77,11.62
112.977,5.19,0.74,11.51
113.107,5.23,0.76,11.629
112.678,5.19,0.76,11.659
113.628,5.3,0.77,11.459
126.057,5.36,0.76,11.84
115.137,5.25,0.77,11.46
113.517,5.23,0.77,11.52
113.188,5.17,0.77,11.449
113.068,5.16,0.77,11.599
113.428,5.139,0.76,11.59
112.727,5.17,0.76,11.62
116.977,5.27,0.74,11.62
127.227,5.39,0.8,11.829
121.128,5.369,0.75,11.6
114.507,5.29,0.73,11.75
113.487,5.22,0.76,11.53
113.397,5.22,0.76,11.62
113.197,5.16,0.75,11.6
113.257,5.2,0.76,11.759
149.957,5.56,0.79,12.089
129.737,5.3,0.78,11.66
114.537,5.16,0.74,11.63
113.837,5.42,0.75,11.58
113.857,5.18,0.75,11.62
116.478,5.23,0.76,11.639
117.148,5.199,0.76,11.73
113.197,5.23,0.73,11.54
117.507,5.27,0.74,11.73
114.897,5.24,0.75,11.6
113.467,5.23,0.77,11.53
114.988,5.32,0.75,11.539
112.998,5.14,0.75,11.599
116.437,5.27,0.76,11.5
113.577,5.26,0.75,11.67
113.737,5.29,0.76,11.55
112.937,5.21,0.76,11.6
113.917,5.27,0.77,11.63
115.388,5.33,0.75,11.609
146.508,5.56,0.8,12.47
115.166,5.2,0.75,11.929
116.277,7.4,1.71,17.04
114.497,5.38,0.77,11.48
114.287,5.36,0.77,11.63
113.548,5.25,0.76,11.649
115.118,5.19,0.75,11.659
119.817,5.25,0.77,11.5
114.147,5.2,0.75,11.73
113.437,5.23,0.73,11.66
113.387,5.16,0.76,11.55
112.877,5.14,0.74,11.61
114.688,5.25,0.78,11.719
112.628,5.25,0.77,11.569
113.268,5.239,0.77,11.51
114.357,5.33,0.76,11.6
465.479,5.9,0.86,12.45
117.897,5.39,0.76,11.609
116.168,5.239,0.79,11.57
117.087,5.22,0.77,11.83
118.127,5.16,0.75,11.56
117.437,5.27,0.79,11.52
116.408,5.14,0.77,11.619
114.308,5.249,0.78,11.72
114.737,5.41,0.78,11.62
113.977,5.17,0.76,11.54
116.647,5.14,0.8,11.55
122.557,6.19,1.75,12.119
119.097,5.23,0.79,11.85
114.587,5.26,0.78,11.56
122.197,5.37,0.78,11.83
117.528,5.2,0.79,11.709
114.608,5.139,0.77,11.57
114.227,5.3,0.79,11.62
113.607,5.24,0.76,11.71
114.187,5.14,0.77,11.67
104.637,5.13,0.77,11.62
114.797,5.22,0.76,11.62
116.657,5.23,0.76,11.539
112.848,5.19,0.75,11.699
113.708,5.22,0.77,11.599
120.997,5.24,0.78,11.61
112.767,5.16,0.75,11.58
123.237,5.21,0.8,11.639
116.268,5.29,0.76,11.629
113.708,5.269,0.76,11.65
113.627,5.22,0.77,11.53
114.497,5.24,0.77,11.59
112.937,5.2,0.76,11.59
113.617,5.24,0.75,11.51
149.986,6.61,0.91,17.93
168.686,6.09,0.87,13.23
137.277,5.27,0.81,11.699
124.627,5.31,0.77,11.55
114.057,5.19,0.79,11.53
115.077,5.24,0.76,11.53
113.627,5.28,0.77,11.549
114.058,5.27,0.76,11.719
113.678,5.2,0.779,11.57
116.897,5.21,0.8,11.5
113.447,5.19,0.76,11.6
135.126,7.22,1.07,15.95
125.208,5.62,0.79,12.26
115.127,5.39,0.75,11.519
116.438,5.22,0.76,11.509
112.718,5.189,0.76,11.67
114.257,5.51,0.76,11.65
113.407,5.13,0.78,11.66
112.517,5.22,0.76,11.69
113.447,5.28,0.78,11.52
112.847,5.18,0.76,11.74
112.738,5.21,0.75,11.599
129.657,5.32,0.77,11.54
117.867,5.2,0.76,11.6
119.127,5.2,0.77,11.619
112.968,5.32,0.78,11.579
113.168,5.47,0.759,11.6
113.638,5.259,0.73,11.65
113.517,5.1,0.72,11.64
112.187,5.21,0.78,11.6
113.577,5.16,0.75,11.63
114.087,5.22,0.78,11.65
113.887,5.19,0.74,11.589
112.608,5.21,0.76,11.619
115.238,5.299,0.77,11.67
116.547,5.11,0.77,11.53
113.057,5.23,0.74,11.53
113.587,5.23,0.75,11.61
113.407,5.21,0.76,11.54
112.727,5.15,0.78,11.53
115.018,5.13,0.76,11.569
133.797,5.78,0.88,12.52
118.657,5.45,0.76,11.899
114.018,5.19,0.78,11.469
114.428,5.219,0.81,11.67
115.417,5.31,0.76,11.73
112.957,5.32,0.78,11.63
113.217,5.24,0.76,11.55
137.247,5.199,0.8,11.6
134.917,6.87,1.91,13.109
127.147,5.63,0.82,12.46
117.927,5.37,0.8,11.72
115.557,5.4,0.78,11.669
117.828,5.74,0.86,12.41
119.467,5.25,0.77,11.7
115.977,5.41,0.76,11.69
117.757,5.21,0.78,11.689
123.168,5.309,0.77,11.83
117.347,5.28,0.78,11.84
115.187,5.45,0.75,11.62
119.247,5.27,0.76,11.679
115.128,5.17,0.76,11.629
115.258,5.179,0.77,11.74
447.15,9.769,0.86,12.3
131.507,5.25,0.76,11.71
152.766,7.16,1.04,15.54
143.667,5.95,0.85,12.859
119.537,5.36,0.75,11.58
116.517,5.21,0.79,11.78
116.647,5.24,0.78,11.6
117.708,5.47,0.77,11.659
117.528,5.239,0.75,11.71
122.857,5.69,0.81,12.04
117.807,5.4,0.76,11.609
115.898,5.23,0.8,11.889
117.047,5.24,0.81,11.76
116.697,5.65,0.79,11.62
116.197,5.3,0.79,11.65
116.217,5.29,0.8,11.659
118.998,5.22,0.809,11.71
114.977,5.24,0.79,11.7
116.827,5.15,0.82,11.74
117.787,5.25,0.75,11.77
115.807,5.55,0.8,11.649
117.428,5.19,0.769,11.75
116.267,5.22,0.79,11.76
124.877,5.15,0.8,11.91
116.297,5.3,0.78,11.549
118.178,5.409,0.78,11.64
118.367,5.31,0.8,11.6
122.787,5.22,0.79,11.74
115.517,5.19,0.79,11.719
114.938,5.28,0.77,11.639
117.947,5.31,0.77,23.24
121.027,5.24,0.81,11.629
117.928,5.24,0.78,11.649
117.027,5.31,0.78,11.61
116.697,5.24,0.76,11.89
116.507,5.32,0.79,11.66
115.487,5.24,0.78,11.709
114.808,5.3,0.8,11.829
118.617,5.3,0.76,11.73
116.117,5.17,0.79,11.71
116.267,5.51,0.76,11.51
117.987,5.21,0.79,11.689
115.958,5.22,0.79,11.629
117.667,5.24,0.77,11.74
115.947,5.2,0.78,11.65
122.037,5.45,0.81,12.049
115.438,5.26,0.8,11.689
115.228,5.219,0.81,11.61
115.377,5.29,0.79,11.68
115.367,5.21,0.79,11.7
115.017,5.47,0.81,11.62
116.017,5.29,0.81,11.819
115.488,5.21,0.79,11.599
156.077,5.399,0.81,11.83
141.767,5.89,0.87,18.249
135.267,5.86,1.83,12.399
146.057,5.61,0.82,12.08
119.168,5.35,0.79,11.679
133.267,7.38,1.13,16.309
128.607,5.46,0.82,12.31
124.507,5.29,0.77,11.73
118.977,5.22,0.8,11.579
116.478,5.229,0.77,32.71
116.137,5.39,0.8,11.849
115.548,5.18,0.77,11.579
118.117,5.39,0.76,11.82
115.227,5.2,0.79,11.66
118.347,5.29,0.78,11.77
116.877,5.2,0.76,11.599
117.308,5.249,0.78,11.65
125.587,5.14,0.79,11.7
117.317,5.5,0.78,11.78
115.858,5.29,0.77,11.799
116.428,5.569,0.77,11.82
116.297,5.15,0.76,11.59
117.917,5.19,0.76,11.79
116.397,5.2,0.79,11.61
131.667,6.5,0.95,15.01
125.687,6.06,0.88,13.179
124.017,5.32,0.77,11.75
117.457,5.52,0.75,11.68
116.537,5.23,0.76,11.65
116.148,5.28,0.78,11.639
116.028,5.359,0.78,11.7
125.767,6,0.89,14.299
123.168,5.6,0.84,12.609
118.217,5.23,0.78,11.73
116.457,5.35,0.78,11.7
117.127,5.28,0.75,11.64
116.457,5.38,0.78,11.749
117.518,5.219,0.76,11.56
126.607,5.41,0.8,11.94
120.207,5.22,0.79,11.679
125.367,5.31,0.76,11.76
115.687,5.22,0.78,11.81
115.827,5.35,0.76,11.72
116.627,5.2,0.76,11.499
117.828,5.28,0.77,11.529
116.867,5.24,0.8,11.61
118.327,5.3,0.76,11.78
117.047,5.3,0.76,11.6
118.267,5.21,0.74,11.619
117.868,18.119,0.9,12.67
118.627,5.45,0.76,11.65
116.178,5.23,0.79,11.569
118.148,5.379,0.77,11.68
116.667,5.2,0.78,11.71
117.377,5.22,0.78,11.83
118.387,5.21,0.79,11.729
117.618,5.29,0.75,11.839
177.666,6.44,0.95,13.35
146.197,8.75,1.01,12.919
121.148,5.199,0.79,26.05
141.896,5.32,0.8,11.62
129.887,5.24,0.79,11.69
117.848,5.32,0.77,11.729
116.758,5.179,0.79,11.74
117.157,5.29,0.79,11.7
117.347,5.3,0.78,11.65
117.237,5.25,0.76,11.699
116.328,5.2,0.79,11.749
112.518,5.179,0.77,11.82
116.617,5.24,0.77,11.67
115.897,5.19,0.76,11.69
138.076,19.4,1.85,12.86
97.308,5.37,0.77,11.73
123.867,5.25,0.79,11.669
119.637,5.4,0.78,11.77
117.917,14.36,0.83,12.33
107.077,5.26,0.76,11.46
115.817,5.26,0.77,11.709
117.338,5.27,0.75,11.619
116.487,5.29,0.78,12
116.957,5.42,0.78,11.64
117.097,5.33,0.73,11.59
115.807,5.18,0.74,11.639
115.318,5.2,0.77,11.799
115.178,5.269,0.78,11.65
114.997,5.23,0.75,11.59
117.617,5.27,0.79,11.86
115.597,5.24,0.76,11.58
116.848,5.25,0.79,11.689
116.588,5.229,0.77,11.62
115.117,5.24,0.78,11.62
115.617,5.16,0.77,11.58
115.317,5.33,0.79,11.64
117.377,5.19,0.75,21.339
119.317,6.21,0.89,13.35
132.447,5.83,0.85,12.679
119.507,5.24,0.74,11.87
120.617,5.42,0.8,11.78
118.837,5.17,0.77,11.719
116.538,5.359,0.81,11.67
116.917,5.32,0.76,11.78
116.827,5.21,0.75,11.74
116.227,5.22,0.75,11.63
118.868,5.27,0.71,11.589
115.758,5.219,0.76,19.32
115.417,5.22,0.76,122.197
461.109,5.78,0.85,12.4
122.797,5.37,0.78,11.51
134.526,5.4,0.79,12
117.327,5.37,0.8,11.97
115.407,5.24,0.76,11.88
115.808,5.29,0.8,11.709
115.148,5.279,0.77,11.65
115.057,5.3,0.78,11.7
141.727,13.039,1.76,12.19
118.207,5.27,0.75,11.6
142.886,7.45,1.09,16.09
136.178,5.799,0.83,12.62
118.457,5.33,0.78,11.87
116.437,5.23,0.77,11.69
116.117,5.24,0.78,11.699
114.728,5.23,0.8,11.649
115.807,5.26,0.78,11.66
117.637,5.26,0.76,11.69
117.497,5.29,0.81,11.72
117.127,5.3,0.78,11.739
117.578,5.689,0.8,11.88
116.387,5.31,0.77,11.72
117.087,5.28,0.79,11.77
128.057,5.66,0.8,19.859
118.987,5.35,0.81,11.78
116.217,5.27,0.78,11.56
115.717,5.25,0.77,11.719
116.528,5.21,0.76,11.729
115.867,5.28,0.76,11.8
117.297,5.23,0.77,11.58
115.377,5.26,0.79,11.62
115.067,5.26,0.77,11.73
116.628,5.27,0.8,11.769
129.657,6.88,1.88,13.17
146.376,7.509,1.11,16.23
125.977,5.84,0.83,12.78
116.827,5.4,0.78,11.78
115.217,5.31,0.78,11.609
108.408,5.09,0.73,11.489
115.798,5.279,0.75,11.68
114.717,5.28,0.78,11.71
121.177,5.46,0.78,11.76
115.948,5.27,0.78,11.669
115.487,5.27,0.79,11.66
115.367,5.34,0.77,11.83
114.917,5.31,0.77,11.83
115.918,5.19,0.77,11.749
114.858,5.159,0.74,11.65
116.097,5.28,0.77,11.62
137.456,6.25,0.94,14.079
143.688,6.059,0.83,12.89
118.947,8.72,2.45,11.7
117.898,5.3,0.77,11.689
116.767,5.24,0.78,11.65
116.947,5.27,0.73,11.76
143.396,7.91,1.16,13.25
109.957,5.26,0.76,11.68
116.997,5.34,0.75,11.649
115.858,5.339,0.76,11.53
116.037,5.26,0.77,11.57
117.767,5.24,0.76,11.78
115.378,5.23,0.75,11.639
116.977,5.25,0.74,11.68
119.617,5.29,0.79,11.81
115.927,5.29,0.74,11.739
115.568,5.23,0.789,11.65
116.307,5.34,0.76,11.54
121.997,5.21,0.76,11.79
115.678,5.27,0.79,11.569
115.018,5.319,0.74,11.46
117.637,5.21,0.8,11.57
116.947,5.29,0.75,11.72
118.058,5.22,0.77,11.599
116.997,5.26,0.76,11.49
123.427,5.44,0.79,11.75
143.817,5.27,0.74,11.58
114.597,5.23,0.74,11.679
114.398,5.21,0.789,11.47
113.747,5.23,0.76,11.58
113.507,5.16,0.79,11.57
114.987,5.36,0.75,11.62
113.237,5.38,0.75,11.619
113.658,5.28,0.76,11.629
114.117,5.26,0.77,11.68
113.097,5.35,0.75,11.56
112.957,5.35,0.77,11.55
113.657,5.26,0.77,11.629
113.218,5.17,0.76,11.739
113.038,5.289,0.75,11.57
112.087,5.31,0.75,11.6
116.947,5.17,0.75,11.58
115.847,5.43,0.78,11.619
112.938,5.26,0.79,11.659
113.288,5.319,0.76,11.76
114.747,5.37,0.77,11.64
112.557,5.22,0.78,11.57
113.257,5.36,0.76,11.69
130.567,6.99,0.98,15.36
124.548,5.67,0.78,12.259
115.417,5.34,0.76,11.67
122.487,5.23,0.77,11.75
113.387,5.37,0.78,11.579
113.148,5.26,0.75,11.509
112.148,5.319,0.77,11.62
112.387,5.27,0.77,11.7
130.057,6.22,1.73,11.969
114.338,5.28,0.749,11.64
112.878,5.209,0.76,11.6
113.677,5.24,0.75,11.79
113.027,5.61,0.77,11.51
124.337,5.4,0.79,11.769
116.228,5.29,0.74,11.639
134.647,5.23,0.77,11.64
115.347,5.24,0.78,11.639
114.068,5.37,0.75,11.519
112.898,5.52,0.76,11.559
113.318,5.239,0.76,11.66
112.427,5.25,0.77,11.53
113.637,5.26,0.78,11.61
113.847,5.26,0.77,11.65
113.737,5.21,0.76,11.49
113.157,5.26,0.77,11.549
113.538,5.22,0.78,11.619
326.723,7.68,1.14,120.717
134.266,6.08,0.89,13.2
162.376,7.17,1.059,15.54
142.547,6,0.86,12.83
118.188,5.26,0.76,11.719
116.157,5.14,0.76,11.53
114.717,5.28,0.78,11.66
114.227,5.4,0.76,11.75
115.927,5.26,0.73,11.83
