open_us,write_us,read_us,close_us
905,14,5,28
509,19,7,47
741,14,4,39
575,23,8,40
453,21,8,47
528,22,8,49
545,21,7,34
562,26,8,36
560,21,8,31
547,36,8,30
543,21,7,34
570,23,7,47
484,22,7,39
434,21,7,49
543,24,8,41
459,21,8,47
540,21,7,32
540,21,7,31
561,21,8,29
555,22,7,47
440,25,7,43
412,16,7,25
577,11,4,21
458,27,9,50
516,18,8,28
478,23,8,37
448,25,7,35
464,25,8,37
536,21,8,55
385,18,7,29
553,27,8,40
538,14,5,25
545,26,12,43
522,23,8,37
506,29,9,36
434,24,7,41
463,22,8,47
481,17,6,28
564,26,8,43
541,14,6,24
460,26,8,42
546,12,5,23
468,27,8,40
536,22,8,36
554,22,8,30
540,22,8,39
457,26,9,41
541,21,7,30
553,29,6,25
454,25,8,38
576,12,5,22
461,25,7,37
509,19,12,47
478,16,6,32
398,16,6,26
454,27,8,40
537,22,7,36
551,22,8,35
550,22,8,41
539,22,8,41
454,23,8,40
528,18,7,33
472,21,7,31
480,23,8,40
456,25,13,41
550,22,8,37
541,22,8,29
531,21,7,42
512,21,12,39
476,26,8,50
552,22,8,35
456,21,7,36
541,21,7,29
573,22,7,37
435,19,7,28
453,13,5,22
443,25,8,34
414,18,6,36
445,12,4,23
450,12,4,21
580,11,9,21
501,14,4,23
555,12,4,22
512,12,4,20
569,93,4,31
451,28,9,59
502,22,8,37
548,36,8,35
540,27,8,40
457,26,8,47
552,12,4,23
467,27,8,44
564,12,4,22
475,10,5,31
524,23,8,39
461,22,7,48
550,23,8,41
460,21,7,40
561,21,7,30
551,23,7,43
443,21,7,50
530,21,7,45
543,21,7,34
559,21,7,30
565,23,8,31
575,19,6,28
454,23,7,50
435,27,8,35
571,17,6,26
450,24,6,35
448,24,8,45
389,23,5,25
500,23,7,35
448,14,5,24
447,11,4,22
471,27,8,46
547,22,8,53
469,22,7,51
527,21,7,30
504,24,8,42
438,21,7,37
552,22,8,36
531,16,5,25
453,26,8,42
533,22,8,36
549,22,7,48
520,27,6,23
460,11,4,21
476,24,8,39
459,23,8,37
551,21,8,89
338,14,5,24
394,11,4,48
408,23,8,36
520,23,8,34
485,23,8,34
436,22,7,32
408,14,6,26
733,24,8,45
450,23,11,39
566,21,7,32
560,30,8,41
452,21,7,42
544,21,7,46
543,22,8,33
541,21,8,45
525,26,7,30
518,21,7,30
513,13,25,23
527,42,8,62
533,25,8,37
562,14,5,24
496,22,9,37
533,22,8,36
552,23,8,35
545,22,7,33
534,23,8,32
540,24,8,34
532,14,6,23
507,11,4,22
547,23,8,34
552,22,8,33
541,22,7,33
547,23,8,34
561,14,6,49
526,38,8,45
539,25,7,39
480,20,8,48
509,22,8,41
489,22,8,37
545,23,8,36
541,22,8,36
536,23,8,34
537,23,8,36
560,23,8,33
550,23,8,33
559,23,8,32
552,23,8,32
561,22,8,34
545,22,7,33
545,23,8,33
554,16,6,34
448,12,4,21
461,33,9,52
506,17,7,41
559,24,12,39
596,18,7,61
515,23,8,38
436,25,8,55
555,21,7,33
811,21,8,31
934,14,6,25
715,12,4,24
548,23,8,36
540,21,8,34
541,12,5,32
471,22,8,47
485,16,6,27
680,16,7,54
526,21,8,32
524,22,7,34
481,26,7,42
556,23,8,37
559,22,8,35
546,37,8,36
551,26,9,36
578,24,9,35
521,20,7,45
2139,13,5,25
539,18,7,33
815,24,7,34
737,23,7,39
759,14,6,38
714,21,6,27
812,12,4,22
536,21,8,32
567,14,6,27
893,16,5,26
546,22,8,33
517,21,8,31
815,13,7,26
539,17,6,26
780,11,4,23
537,21,7,46
786,18,6,28
514,21,7,30
540,22,7,32
527,20,7,32
518,19,7,31
822,19,7,28
532,22,7,32
787,17,6,28
534,20,7,30
506,19,12,32
523,24,7,52
787,18,6,30
524,22,7,32
513,20,7,31
781,14,5,26
519,22,8,32
773,18,7,28
524,22,7,40
888,18,6,27
492,38,7,32
509,20,7,31
779,14,5,25
567,12,5,23
782,18,5,29
548,20,6,25
712,16,8,26
554,12,5,23
475,27,8,46
481,21,8,31
540,13,5,25
799,11,5,29
842,14,5,23
537,21,7,32
787,19,7,33
542,15,68,51
471,20,7,31
624,22,8,33
621,22,7,32
613,21,7,45
600,22,8,33
622,20,8,32
607,22,8,34
611,22,7,33
602,20,7,33
613,21,8,32
623,20,8,32
597,20,7,32
522,20,7,32
550,21,7,74
506,18,5,29
514,21,7,35
566,20,7,32
524,20,8,32
550,20,7,32
526,20,7,31
561,23,8,32
534,21,7,38
577,18,6,29
426,43,8,34
416,28,19,41
818,17,6,27
592,21,8,32
554,20,7,31
552,19,7,31
545,21,8,32
528,20,8,31
529,20,7,32
530,22,8,32
598,21,8,31
533,20,8,31
530,22,8,32
560,22,7,32
538,20,7,32
523,20,7,32
529,21,8,32
535,21,7,32
529,20,7,31
521,23,7,47
526,20,7,32
549,23,8,33
536,21,8,31
554,22,7,33
536,22,7,33
542,18,7,31
473,23,8,33
426,25,8,60
409,28,8,46
446,23,8,61
482,18,7,29
491,24,8,38
451,23,8,47
432,22,8,35
485,22,15,34
443,24,8,45
428,22,8,34
458,23,8,36
498,19,7,30
471,36,7,48
409,23,8,41
466,25,8,37
462,22,7,35
465,23,8,35
455,23,7,36
466,18,6,29
461,26,8,37
456,16,6,25
448,30,7,63
421,19,7,32
442,18,6,28
455,24,8,41
436,22,8,59
444,24,7,48
478,22,8,39
456,23,8,50
481,22,8,45
425,23,8,44
400,16,6,64
382,24,16,47
441,27,13,47
465,21,7,32
499,23,8,40
460,23,9,62
450,24,8,40
461,16,6,28
421,17,5,28
587,27,9,36
441,26,8,36
580,23,8,33
589,17,6,29
536,19,7,32
543,22,7,33
561,22,7,33
487,21,7,33
488,23,7,42
456,22,7,39
462,23,8,36
442,36,7,43
471,24,8,35
452,21,8,32
505,17,6,26
430,13,5,24
463,26,8,54
526,22,8,33
434,25,8,35
443,25,8,34
478,23,7,45
442,21,7,33
469,23,8,33
479,23,8,35
481,23,8,36
473,22,7,36
472,23,8,32
506,21,7,33
419,29,8,35
422,22,7,34
453,25,8,69
455,21,7,32
507,23,7,33
467,26,8,43
464,22,8,54
400,25,10,33
488,24,8,34
463,23,8,36
483,23,8,36
473,22,8,48
486,24,8,34
513,24,7,37
494,24,8,35
471,23,8,35
457,22,7,35
479,21,7,43
464,20,8,41
457,21,8,39
456,22,7,37
477,22,8,35
488,36,7,52
398,28,8,44
437,25,8,34
488,23,7,33
463,24,8,36
486,23,8,43
458,23,8,39
448,21,7,36
471,26,10,35
482,24,8,35
449,22,8,33
478,23,8,41
452,15,6,28
489,24,8,36
504,24,8,45
466,23,7,77
427,22,7,38
465,22,7,49
443,21,7,50
434,21,7,55
432,23,7,38
429,24,7,37
452,22,7,36
465,21,7,36
476,25,8,36
460,23,7,35
414,26,8,34
413,22,7,33
472,22,7,29
411,26,8,56
446,21,8,47
485,25,8,34
460,23,8,41
474,22,7,43
452,21,7,39
450,21,6,37
427,22,7,36
507,19,7,29
475,22,7,49
478,39,7,34
464,17,6,31
499,22,7,34
419,35,8,36
466,23,8,41
468,23,7,40
464,21,7,36
465,23,7,37
461,23,7,36
475,23,7,35
449,26,7,36
458,22,8,35
460,25,8,34
471,22,8,43
450,21,7,49
426,47,8,28
428,27,8,34
463,23,8,34
520,24,8,35
489,23,8,48
526,22,8,32
499,24,8,35
498,19,7,28
477,21,8,47
450,21,7,47
450,18,7,28
427,31,8,51
407,22,7,69
428,22,8,32
488,24,8,36
497,23,8,42
462,23,7,38
482,23,8,36
464,23,8,34
484,22,8,35
471,22,7,32
473,21,7,39
460,15,6,25
477,23,7,34
444,37,7,47
448,20,8,56
393,22,9,46
447,23,8,47
478,22,7,47
447,20,7,49
405,25,8,38
528,23,9,33
424,26,8,64
450,22,7,33
479,21,7,52
457,22,7,35
474,23,8,35
438,22,7,78
477,23,8,45
483,23,8,42
462,22,7,33
456,21,7,34
493,23,7,32
489,23,8,63
393,33,7,40
448,22,7,47
395,54,7,44
462,22,8,37
423,22,6,42
408,27,13,49
460,22,7,34
503,21,7,29
420,35,8,46
451,22,7,41
465,25,9,36
436,26,7,44
487,22,8,47
445,21,7,39
411,28,7,37
423,23,7,49
462,23,8,34
480,23,8,35
409,23,8,47
435,37,7,42
455,23,7,39
447,21,7,35
461,26,10,37
474,22,7,34
455,22,8,32
485,22,8,41
466,25,9,36
485,23,8,60
447,22,8,48
437,22,7,41
456,21,7,35
499,22,8,33
438,24,7,34
482,22,7,28
470,22,8,47
448,21,7,41
453,23,8,38
446,23,8,34
464,18,6,40
408,33,8,34
454,16,6,25
495,22,7,55
446,16,5,25
498,23,8,35
464,25,8,36
464,22,8,43
471,22,8,38
448,22,8,40
413,25,8,55
435,25,8,41
474,22,7,47
398,49,8,38
432,23,7,36
472,26,8,34
472,24,7,32
504,23,7,35
461,18,6,28
479,23,8,48
459,37,7,41
472,22,8,37
444,21,7,73
422,25,9,36
453,23,8,38
516,19,7,28
478,14,6,24
505,22,8,58
474,22,7,44
454,21,7,59
401,23,7,44
465,22,7,35
471,20,7,47
438,34,24,36
430,21,7,54
434,23,8,50
461,21,7,41
464,22,7,55
455,21,7,56
546,25,9,48
424,25,8,37
477,24,8,35
491,23,8,32
457,18,6,29
506,23,8,52
461,23,8,44
464,24,7,39
473,23,7,35
481,22,8,34
474,23,7,35
453,18,6,30
424,29,9,48
446,21,7,42
465,21,7,46
456,23,8,44
452,21,7,39
425,23,7,36
423,21,8,30
411,31,8,41
403,45,12,48
452,23,8,41
445,22,7,49
441,20,8,45
437,21,8,33
469,25,8,34
464,17,7,30
414,24,8,39
503,25,10,36
408,27,10,35
447,23,8,35
687,24,8,35
484,27,8,37
441,36,9,48
408,30,7,33
474,22,6,30
452,31,9,34
431,26,8,35
487,29,8,50
434,27,8,76
437,26,8,35
438,21,7,58
385,24,15,44
418,19,7,53
430,24,8,40
448,20,7,54
465,24,8,45
429,22,8,37
405,27,9,51
412,23,7,34
441,25,8,36
434,23,7,44
474,21,7,49
471,20,7,46
453,22,7,40
459,27,7,36
481,21,8,34
499,22,7,32
495,23,8,34
466,34,6,29
434,33,7,34
438,28,8,35
452,21,8,42
468,23,7,38
477,22,6,35
467,22,8,36
490,18,6,27
485,23,7,50
458,22,7,41
448,22,7,37
445,22,7,37
490,23,8,34
453,22,7,34
469,17,6,26
418,33,8,34
457,23,7,35
459,23,8,42
454,22,8,36
444,42,7,97
394,23,8,34
521,20,8,35
560,16,6,27
557,21,8,32
573,30,7,34
525,22,7,35
498,23,7,36
464,24,8,34
489,24,7,43
469,23,7,35
450,19,7,27
463,22,7,34
476,15,5,26
414,29,9,48
439,22,7,39
469,23,8,43
459,21,7,47
453,22,8,33
925,15,5,28
529,40,9,33
502,20,7,71
434,21,7,43
464,22,7,44
461,21,7,49
437,22,7,48
437,21,7,35
464,24,8,35
463,23,7,33
474,26,10,35
431,27,7,43
437,26,8,52
460,22,7,42
432,21,8,43
472,24,7,36
452,23,8,53
461,21,7,36
454,20,7,47
434,20,7,39
491,23,7,63
432,25,7,42
446,22,7,41
460,21,7,34
481,24,8,33
487,23,8,34
466,24,8,35
444,23,9,61
415,26,8,55
457,66,8,44
450,21,7,44
451,21,7,41
425,26,7,53
406,28,13,45
478,23,8,34
452,21,7,40
451,27,8,37
468,34,8,38
456,22,7,37
461,32,9,37
406,47,7,48
454,22,7,34
479,23,9,36
436,23,7,50
467,21,7,40
447,21,7,39
441,21,7,37
437,21,7,36
455,22,7,35
470,22,7,35
459,22,8,34
446,22,7,47
461,18,7,29
490,22,7,49
415,30,9,34
495,21,8,34
508,24,8,35
433,25,8,34
478,22,7,33
496,22,7,78
432,20,7,44
469,27,7,48
481,24,8,46
456,22,7,45
447,22,7,39
493,22,7,40
460,20,6,49
433,23,7,45
449,23,7,62
446,23,8,56
417,22,7,43
404,30,8,35
495,22,8,32
506,22,7,35
478,19,7,29
501,23,7,49
453,23,8,42
470,22,8,46
471,21,7,47
447,35,7,38
464,22,8,37
463,23,8,36
464,22,7,48
470,23,7,36
478,23,8,48
458,19,8,29
436,49,8,46
441,28,7,35
487,16,7,28
497,23,7,36
449,20,7,31
485,23,7,42
461,15,7,25
492,23,8,36
448,13,6,23
465,28,8,49
471,23,7,42
476,21,7,34
483,28,8,63
444,22,7,35
493,20,7,30
420,33,9,48
483,23,8,34
473,23,7,35
477,23,8,34
492,24,8,35
466,23,8,34
458,23,8,41
471,22,7,38
463,22,8,36
463,28,7,37
458,23,7,37
471,23,8,35
474,22,7,42
450,26,8,50
468,20,7,30
451,15,6,26
496,24,8,49
453,38,7,42
501,24,8,34
493,16,7,28
499,24,8,35
468,17,6,28
465,25,7,49
454,22,8,40
465,23,7,49
447,21,7,41
443,22,8,38
474,22,7,41
442,22,8,36
464,22,7,35
469,21,7,35
504,25,7,33
454,23,8,36
474,27,8,35
451,26,9,37
427,24,8,45
473,20,7,48
465,23,8,32
506,22,7,40
456,24,8,36
490,22,8,47
480,21,8,30
478,23,7,48
502,22,8,35
508,19,6,29
443,25,7,58
390,28,6,35
488,24,8,34
499,23,8,43
456,22,7,41
461,23,7,35
474,28,9,36
473,21,7,33
411,36,8,35
440,21,7,42
488,21,8,33
472,39,8,36
477,20,7,43
536,23,8,35
470,23,8,42
471,22,8,48
399,25,12,34
425,23,9,47
423,22,7,34
465,24,8,35
473,22,8,50
398,21,7,34
460,20,7,30
447,26,8,37
430,30,9,35
472,22,8,35
460,64,7,29
427,23,7,45
465,21,7,47
415,38,7,42
420,33,8,51
455,28,8,36
429,28,7,52
451,22,8,35
475,22,8,34
484,22,8,42
458,22,8,37
447,22,8,35
458,24,8,34
407,37,9,34
460,24,8,35
897,25,9,37
494,23,9,34
456,24,8,35
547,23,8,50
434,22,8,39
464,24,8,36
436,24,8,34
460,23,9,35
501,23,8,33
459,38,8,42
444,21,8,38
467,22,8,37
455,24,7,34
493,24,9,38
469,22,7,34
884,23,8,33
525,23,8,61
397,33,8,34
484,24,7,34
488,24,8,42
455,23,8,37
475,23,8,36
472,22,8,42
450,22,7,47
465,19,7,30
483,23,7,39
454,24,9,35
416,23,8,36
466,22,7,49
477,21,7,30
463,15,6,25
495,24,8,49
461,22,7,43
450,22,8,37
448,24,8,41
499,22,7,42
453,22,7,35
492,23,7,37
487,23,8,48
480,21,7,65
488,23,8,45
413,29,8,48
411,28,7,55
444,19,8,49
444,23,8,35
444,23,7,45
439,25,8,43
450,22,8,57
396,49,8,52
401,22,8,41
449,23,8,54
384,30,8,50
457,24,8,36
557,25,7,37
463,23,8,51
450,28,7,54
392,38,7,36
511,24,8,57
455,19,8,55
431,24,7,49
404,33,9,71
433,22,7,49
444,23,8,37
456,22,7,50
466,21,7,46
479,29,8,36
462,23,8,60
425,24,7,58
411,26,8,33
516,22,7,48
463,24,7,43
473,15,6,28
494,23,8,35
492,24,8,36
459,23,7,45
487,23,7,35
440,25,7,35
466,22,8,32
437,23,9,35
447,22,8,32
478,22,9,45
419,28,8,35
426,24,7,45
461,21,8,43
478,23,7,35
483,23,8,42
458,21,7,47
434,38,7,45
470,28,8,45
401,31,8,41
404,21,7,53
446,22,7,42
446,22,7,36
492,20,7,29
423,31,8,36
481,19,7,26
478,13,6,23
508,24,8,39
473,22,7,48
462,23,7,41
454,21,7,37
442,25,8,37
459,25,7,41
469,14,6,25
475,22,7,36
492,16,5,25
481,23,8,64
463,23,7,34
474,23,7,35
583,20,7,29
485,21,7,35
420,24,8,35
485,23,8,35
429,21,7,41
464,21,7,36
502,18,6,28
484,27,8,51
485,23,7,35
467,21,8,35
438,22,8,33
406,23,8,44
395,22,7,50
427,23,8,44
481,26,7,42
415,33,8,35
474,22,7,33
465,40,7,39
462,19,6,80
430,22,8,30
417,24,8,44
530,20,8,33
465,27,8,48
474,25,7,35
472,17,6,27
498,26,8,46
450,21,7,33
445,25,8,35
480,21,8,47
456,22,7,44
460,21,8,34
510,17,5,26
494,12,4,21
483,27,8,46
454,22,7,41
448,21,7,50
443,16,5,39
497,19,7,29
455,23,8,35
476,23,7,39
448,23,9,52
442,15,6,27
446,29,8,44
482,24,8,34
536,22,7,32
487,27,8,45
453,21,7,34
476,17,6,28
431,30,8,45
457,21,7,40
472,21,7,40
458,22,8,33
473,29,7,35
424,22,8,45
455,22,7,41
426,22,8,40
453,37,7,44
430,23,7,43
453,21,7,39
447,21,7,40
409,21,7,50
461,21,7,43
464,20,7,44
418,25,7,47
461,21,7,40
446,21,7,33
514,19,7,29
475,23,7,33
488,24,8,39
414,23,7,52
428,24,7,34
426,23,8,41
415,21,7,47
393,23,7,54
416,21,8,34
429,31,7,34
428,23,8,34
430,23,8,34
435,23,8,46
407,23,7,34
421,25,7,47
398,21,7,40
432,19,7,31
483,15,5,26
454,13,5,25
497,23,8,47
469,53,7,46
449,23,8,43
396,27,12,42
479,15,6,25
494,24,8,52
445,22,7,42
455,21,8,43
476,23,8,36
405,37,8,44
926,20,7,32
573,21,8,33
449,23,8,32
492,14,5,26
463,29,8,47
403,19,8,30
460,23,8,42
439,22,8,33
439,31,8,33
424,24,8,41
455,22,8,36
437,24,8,35
402,23,7,60
386,22,7,31
459,41,8,41
546,22,8,33
529,22,7,32
484,27,8,46
456,22,8,47
523,17,6,29
468,32,8,39
461,20,5,25
490,26,7,46
466,22,8,34
506,16,5,25
483,25,7,53
447,22,7,44
446,21,7,40
437,30,7,40
518,17,6,26
471,12,5,22
567,12,5,22
483,34,8,51
438,22,8,44
443,22,7,40
458,13,6,23
479,26,8,39
477,27,19,23
489,42,9,51
475,14,5,23
469,27,12,41
426,16,18,22
503,25,8,43
484,13,5,23
471,25,8,42
415,17,24,23
508,27,8,38
507,13,5,22
507,26,8,34
481,14,5,23
421,30,8,46
455,22,7,36
540,14,6,26
522,19,6,31
510,15,5,26
545,24,8,45
506,17,5,27
501,20,5,39
489,13,4,24
485,15,5,26
469,23,8,36
465,31,8,39
425,23,7,33
476,26,8,49
503,59,7,28
458,24,8,39
451,19,7,30
477,27,9,40
394,22,7,31
448,23,8,40
437,27,8,38
483,22,8,36
456,22,7,40
451,16,6,26
397,48,5,22
444,23,8,40
489,28,8,34
536,29,6,28
400,20,6,27
430,26,4,22
412,11,4,21
440,24,8,37
440,28,8,45
435,14,5,24
476,26,8,47
381,13,9,27
404,24,9,55
447,21,7,39
445,23,8,37
454,21,8,37
442,19,6,23
456,12,5,21
472,28,8,39
397,14,5,23
472,11,4,21
469,29,8,44
465,22,8,51
432,22,7,42
431,14,5,22
450,24,8,38
436,26,8,37
453,14,5,22
394,42,4,21
451,24,8,39
423,25,8,50
459,22,7,37
474,22,7,45
435,21,7,37
454,22,8,37
393,15,5,23
460,25,8,52
409,13,5,21
444,23,8,38
456,22,12,46
383,31,4,23
456,28,8,38
455,41,7,36
403,45,9,36
495,24,8,34
475,26,8,50
556,15,5,27
458,18,11,26
612,28,7,45
549,22,7,38
399,46,6,28
453,26,7,40
544,23,8,48
521,22,8,49
429,22,7,36
439,17,6,26
450,25,8,47
560,21,7,36
536,29,7,34
536,21,7,30
525,21,8,28
551,14,5,36
544,26,8,37
528,22,7,30
540,26,7,36
545,21,7,29
538,22,7,41
396,15,5,24
476,25,8,55
520,21,8,42
538,22,8,44
470,21,7,35
538,27,8,40
450,23,8,45
547,22,8,35
1200,28,9,98
603,26,9,50
446,17,6,47
464,22,7,41
537,20,7,47
537,21,8,35
550,36,8,34
537,22,7,31
527,21,7,29
579,24,7,43
450,24,8,47
530,22,8,37
487,21,7,36
545,18,6,35
449,23,8,42
450,21,7,37
543,23,8,42
452,21,8,36
566,21,6,26
547,30,8,37
539,13,5,27
532,26,8,37
543,22,7,35
540,15,4,22
457,11,4,21
458,27,8,85
496,14,5,22
527,28,8,40
391,22,5,24
422,11,4,26
480,24,8,34
558,23,7,40
449,14,5,28
444,11,4,21
444,27,8,54
540,22,8,36
536,12,4,22
461,24,7,38
445,22,8,41
538,22,8,30
535,28,8,41
446,22,7,57
524,21,7,45
518,15,5,24
471,26,9,39
531,27,5,22
459,27,8,48
556,12,4,21
458,25,7,40
416,13,4,24
468,34,7,40
491,13,4,22
463,26,8,53
532,22,8,33
690,17,7,26
739,38,7,29
738,40,11,26
537,22,8,34
792,14,5,73
746,29,9,37
566,21,7,33
522,21,7,49
431,20,7,41
447,22,7,37
445,16,6,38
437,25,8,37
391,15,5,24
455,12,4,22
463,26,8,40
423,15,5,25
393,11,4,27
420,23,4,20
463,27,8,42
451,14,5,22
446,23,8,38
442,23,8,35
438,22,7,41
393,51,5,24
437,24,7,41
420,22,15,26
453,23,8,36
453,22,8,36
392,60,8,29
473,28,7,41
415,40,9,29
465,22,8,38
457,21,7,44
483,25,8,35
422,20,14,39
457,21,7,39
454,25,8,51
447,28,8,39
390,66,10,33
518,23,8,37
454,22,7,43
383,16,6,26
459,30,8,47
383,57,5,24
432,19,5,23
459,23,8,38
445,23,8,51
433,19,5,23
507,11,4,21
456,24,8,53
467,23,8,34
472,23,8,41
450,22,8,43
463,17,6,26
461,14,5,22
468,26,8,40
406,46,6,26
450,26,8,40
429,14,4,23
570,19,7,27
577,23,8,35
483,25,8,42
479,24,7,40
445,24,8,36
454,22,8,35
429,21,7,31
383,16,6,28
464,26,8,40
535,22,8,38
461,31,6,26
450,11,4,24
422,24,8,37
446,29,8,43
458,23,7,42
463,20,6,24
476,11,5,20
437,24,8,45
382,43,6,26
458,23,8,35
408,56,5,26
446,12,4,22
473,27,8,39
395,17,24,22
397,14,28,29
439,26,7,48
464,30,7,36
464,14,5,28
430,23,8,39
437,26,7,57
410,30,5,22
474,15,6,25
579,13,5,25
452,24,8,37
450,24,8,45
447,16,5,24
450,25,8,40
388,59,5,22
463,12,4,21
450,28,9,41
408,20,16,31
438,13,5,23
392,15,7,21
474,26,8,40
386,13,5,32
456,27,8,38
454,22,7,36
457,14,5,29
444,26,8,39
406,52,5,23
450,26,8,45
374,13,7,28
463,29,8,34
462,26,8,38
398,20,9,22
443,23,8,41
457,22,7,42
481,23,8,36
438,14,5,22
405,44,4,21
449,24,8,38
423,17,7,24
456,17,6,26
419,17,5,24
654,17,7,25
480,20,8,29
448,19,7,47
383,19,7,29
457,23,6,58
433,21,7,48
463,21,7,42
472,17,5,30
462,21,6,40
506,24,8,45
430,20,8,39
505,22,8,31
463,21,7,30
508,18,6,28
472,24,8,60
457,18,7,27
523,13,6,22
442,23,8,48
458,20,8,30
397,43,7,30
484,18,7,27
399,23,8,50
392,49,7,32
403,16,6,26
485,25,4,66
373,42,8,30
490,23,9,48
457,20,6,28
480,20,7,31
481,19,7,30
465,24,8,41
521,23,8,32
404,22,8,41
386,22,5,40
386,21,6,30
493,24,10,37
562,16,6,27
464,23,8,40
428,25,7,29
461,26,8,40
387,19,17,25
410,15,4,22
436,10,4,21
400,39,8,50
413,36,8,44
446,37,8,37
410,19,7,27
423,31,8,39
410,26,8,36
447,22,7,38
478,21,7,36
443,22,7,38
494,15,5,24
446,11,4,24
461,26,8,42
409,54,4,24
454,26,8,40
444,15,4,22
418,43,4,21
442,23,8,39
394,14,5,23
487,22,8,47
455,23,8,41
456,29,6,23
462,25,7,38
480,22,8,42
431,25,7,43
419,30,6,23
428,24,5,21
468,26,8,43
377,13,16,30
458,11,4,21
447,23,8,40
383,14,5,22
417,23,12,38
446,13,5,23
450,23,8,38
433,23,8,38
407,25,5,22
440,11,4,21
443,24,8,39
434,23,8,46
478,23,8,53
377,59,5,22
394,11,3,21
422,26,8,45
383,47,4,22
477,27,8,39
397,13,4,23
458,27,8,38
447,22,8,35
432,22,8,37
800,17,6,24
483,23,9,44
407,24,10,45
466,23,8,39
452,23,7,42
443,17,6,26
446,26,8,42
475,14,5,23
467,25,8,39
399,21,8,23
459,25,5,24
435,11,4,20
446,26,8,39
481,23,8,34
443,22,7,35
388,16,5,44
440,25,7,38
408,15,5,44
539,28,8,35
448,22,12,36
536,22,8,32
552,21,8,42
528,21,8,32
525,21,11,44
540,23,8,33
531,22,7,33
533,21,7,33
564,21,7,33
495,17,7,28
595,22,7,48
431,28,8,40
447,21,7,36
543,22,8,37
551,21,7,32
528,22,7,33
533,21,7,34
451,22,12,34
551,22,7,37
426,20,7,25
447,11,4,23
548,31,8,38
571,11,4,22
450,26,8,43
523,22,7,32
539,11,4,32
519,24,8,37
432,22,8,35
449,25,8,34
551,21,10,34
442,36,8,35
552,22,8,34
448,27,8,33
496,18,6,44
468,23,8,54
535,18,7,28
446,22,8,37
438,13,5,23
578,17,7,28
446,28,8,46
525,13,5,24
463,23,8,41
440,22,7,49
437,15,6,25
453,11,4,21
450,24,8,40
411,21,20,27
447,23,8,37
564,22,7,33
553,22,8,49
452,22,8,38
442,22,8,35
427,15,6,23
447,23,7,37
447,24,8,36
555,22,8,32
559,14,5,70
346,12,4,53
540,23,8,35
446,24,7,42
544,23,8,33
539,22,8,32
532,22,8,35
547,22,7,32
537,13,5,23
467,26,7,37
540,22,8,44
859,24,8,48
447,17,6,25
553,40,7,41
517,22,7,34
550,26,8,39
536,21,7,32
493,13,5,32
464,15,5,26
571,26,8,39
537,21,7,32
564,12,4,22
463,10,4,20
464,27,13,41
532,22,8,33
560,23,8,32
551,22,7,39
562,12,5,21
452,53,17,41
527,23,8,38
435,15,6,29
397,47,5,23
422,13,5,33
437,26,8,48
533,22,8,79
491,27,7,39
423,22,7,36
445,23,11,32
960,19,6,28
601,24,8,36
500,24,8,38
416,15,5,36
465,26,7,56
547,22,8,42
533,21,8,41
538,22,8,35
493,12,5,21
447,22,7,43
460,22,8,42
405,16,6,24
550,24,7,46
537,12,5,23
455,46,11,51
523,12,5,23
464,26,8,38
534,22,8,33
556,12,4,22
586,7275,11,40
535,22,8,51
467,17,7,27
453,12,5,22
450,27,8,48
396,61,5,24
459,26,7,50
443,14,5,23
451,23,8,36
438,12,5,22
385,33,4,20
451,32,8,43
401,61,6,28
509,26,7,39
415,25,7,51
436,18,7,26
460,24,12,40
468,14,5,25
392,40,4,22
458,28,8,43
394,18,5,27
412,38,8,28
461,23,9,37
415,42,6,23
457,11,4,21
453,27,8,40
524,23,8,37
432,22,7,40
394,21,5,24
403,42,4,21
463,27,8,38
446,22,7,49
438,23,8,36
456,21,7,38
464,38,7,36
447,25,9,35
447,16,5,23
521,25,9,37
393,16,6,26
446,22,7,38
440,13,5,28
450,27,8,39
532,23,8,37
452,21,8,35
451,15,5,23
458,13,4,21
494,25,8,44
394,21,7,39
413,29,7,36
464,19,6,31
490,25,8,40
444,22,7,31
444,26,8,39
420,46,6,39
449,28,9,38
399,15,6,25
442,12,5,21
469,26,8,40
480,24,7,37
444,22,8,37
450,23,8,35
400,40,6,25
465,29,8,40
420,21,5,24
459,23,9,36
397,14,5,25
463,27,7,38
394,14,5,23
452,11,4,21
407,25,8,43
434,30,7,39
451,23,12,35
459,15,5,24
447,26,5,21
516,24,8,50
412,19,7,32
447,16,6,27
419,22,8,52
423,25,10,34
450,25,7,35
476,21,8,40
445,18,7,29
444,22,7,36
484,27,7,50
404,25,7,37
448,25,7,78
424,18,7,26
424,14,5,29
454,24,8,46
451,28,8,42
450,22,7,34
430,26,8,34
430,16,6,38
398,13,5,24
432,12,5,28
432,27,8,49
481,28,8,34
485,23,7,41
469,15,5,24
440,12,5,23
457,24,8,49
443,13,5,22
447,23,8,45
434,21,7,34
460,15,5,23
477,13,5,27
431,23,7,47
425,21,7,38
503,25,7,35
419,23,7,49
460,23,7,34
491,23,7,34
468,37,8,51
451,16,6,29
446,18,13,41
400,31,8,34
453,26,8,34
484,22,8,44
452,16,6,27
456,22,7,49
441,13,5,25
448,24,8,46
445,15,5,25
415,13,5,24
411,12,4,23
415,12,5,22
420,24,8,48
436,22,7,34
485,24,8,33
494,22,7,42
525,16,5,26
417,12,4,36
427,24,8,41
477,24,8,35
466,15,5,25
