open_us,write_us,read_us,close_us
545,39,8,34
558,31,10,51
560,29,10,45
538,48,10,40
684,30,11,44
607,28,10,43
599,27,10,45
635,29,11,44
626,28,9,46
601,27,10,44
592,26,10,42
620,30,11,44
738,31,10,45
706,29,10,45
632,30,10,75
558,28,9,52
550,28,9,48
553,46,9,47
558,28,10,46
555,29,9,46
582,28,10,97
512,28,9,47
503,24,10,35
567,30,10,45
576,28,9,46
557,29,9,46
589,26,9,36
532,22,9,33
551,32,11,44
575,31,10,90
539,30,10,56
573,28,9,49
562,28,9,47
569,29,10,62
528,29,10,52
525,33,10,49
561,33,9,70
530,28,10,47
587,28,9,48
537,27,9,47
560,28,10,51
549,27,9,45
572,28,10,45
599,33,9,46
568,28,9,87
550,32,18,86
700,22,8,83
526,29,10,76
570,28,9,71
494,32,9,74
489,28,9,78
642,80,11,54
538,34,10,63
558,29,10,66
551,28,9,70
520,29,10,54
634,47,10,65
575,28,9,71
529,28,9,64
545,27,9,71
510,29,9,72
557,28,9,70
542,27,9,62
544,28,9,69
544,28,9,63
571,29,14,67
530,39,9,38
584,30,10,63
533,29,9,62
557,29,10,73
516,35,8,34
557,40,9,68
489,31,16,33
576,31,10,59
554,28,10,75
510,27,9,102
503,27,9,80
529,28,10,71
553,28,10,66
552,28,10,68
578,28,10,65
549,28,9,70
525,28,9,65
560,29,10,68
559,29,10,65
539,28,9,69
545,29,9,71
542,28,9,64
517,28,9,60
521,27,10,64
560,29,9,66
533,28,9,72
545,31,9,69
512,34,11,74
562,30,10,65
580,48,10,74
519,29,9,62
552,29,9,75
544,29,9,45
569,23,9,39
529,28,9,60
558,29,9,74
548,29,9,65
563,29,10,50
567,28,9,66
514,27,9,66
533,28,9,64
573,28,9,73
491,28,9,67
531,28,9,72
533,27,9,60
504,24,9,40
1457,38,10,61
569,29,10,68
541,29,10,86
535,28,9,60
517,27,10,70
530,27,10,66
510,28,10,63
562,28,9,69
537,28,9,64
532,28,9,62
1700,47,13,77
748,27,10,70
1279,27,10,67
538,29,9,67
530,28,9,60
556,28,9,63
505,25,22,35
558,30,10,70
1472,24,9,51
816,94,40,202
574,40,11,46
827,60,10,95
482,48,10,54
563,28,10,50
554,28,10,54
544,29,9,69
527,28,9,65
531,29,10,72
557,29,10,57
560,27,9,87
486,27,8,81
620,48,10,83
551,29,10,75
543,28,9,74
534,28,9,71
532,28,9,63
555,29,9,63
565,28,9,64
567,29,10,67
533,29,10,63
543,29,10,63
548,28,9,84
550,28,9,67
520,27,9,68
536,27,9,69
551,28,10,70
581,27,9,59
532,27,9,55
569,28,10,59
573,35,9,51
526,29,9,66
531,28,10,62
568,76,20,104
677,28,10,38
544,56,6,31
554,35,11,48
596,29,10,46
617,29,10,45
595,27,10,47
644,28,10,43
751,30,10,45
704,46,11,43
640,30,10,46
619,28,10,44
760,22,8,37
664,29,10,43
573,29,10,55
559,28,9,50
552,29,9,49
571,29,10,48
576,29,10,47
533,29,10,46
554,52,14,43
615,99,12,49
533,30,9,52
1247,49,11,45
618,30,11,58
613,28,10,49
584,52,9,49
565,26,9,46
683,23,9,53
558,29,9,50
536,28,9,48
549,28,9,52
558,29,9,66
554,29,10,51
521,43,10,37
529,28,17,44
564,30,16,32
570,31,10,56
537,30,9,48
509,29,9,47
582,29,10,50
556,28,9,46
568,24,8,34
582,30,10,52
525,30,10,50
515,28,9,56
684,42,9,55
501,40,9,52
562,40,8,32
586,28,9,81
518,28,9,53
497,19,7,32
692,41,10,49
538,28,9,49
792,40,7,33
602,36,10,68
530,50,7,30
579,31,10,55
610,29,10,54
537,20,7,30
629,30,10,43
577,30,9,54
561,28,9,48
549,28,10,50
578,28,9,50
567,29,10,44
523,44,9,40
550,25,19,53
602,32,10,53
519,29,9,48
559,29,9,47
579,28,9,45
586,28,9,47
545,31,9,64
532,29,10,50
587,28,9,48
602,32,9,53
593,30,9,45
582,29,10,56
586,29,9,51
515,28,9,47
548,30,10,47
585,30,10,49
565,27,8,46
930,60,9,37
581,30,10,62
553,29,9,55
545,47,9,49
697,29,10,52
561,28,9,44
533,28,9,54
576,29,10,51
577,28,9,51
570,29,10,48
560,28,9,48
593,28,10,48
525,27,9,48
559,29,9,48
582,28,9,47
515,27,9,57
624,30,10,46
594,29,10,61
566,28,9,52
553,28,10,48
565,28,10,46
546,37,18,49
572,57,10,105
495,31,10,49
710,45,10,38
656,40,10,48
556,28,9,49
565,29,10,46
541,31,10,47
513,33,9,72
571,37,17,85
592,29,10,58
557,29,10,50
583,29,10,63
578,29,10,55
523,27,9,58
618,29,10,42
608,29,9,59
527,28,9,53
556,28,10,48
806,41,10,48
589,28,9,91
575,52,10,50
509,27,9,46
511,23,8,72
533,30,10,46
518,34,10,47
531,28,19,276
597,49,9,41
573,30,10,58
514,30,10,50
584,28,9,49
580,28,10,47
575,28,9,47
566,28,9,46
525,28,9,51
1652,37,10,46
585,33,10,85
550,28,9,51
565,28,9,48
563,28,9,46
564,28,10,64
574,29,10,47
538,27,9,47
577,28,9,48
572,29,10,48
587,29,9,46
521,27,8,44
590,29,10,45
563,29,10,44
618,28,10,50
515,28,9,50
788,46,10,46
576,39,9,49
576,28,9,46
513,28,9,48
597,28,9,46
573,27,9,46
577,28,9,47
570,29,10,46
589,29,9,47
580,52,10,46
532,79,9,47
570,33,11,49
612,29,9,47
523,29,9,47
563,28,9,47
589,28,10,46
1667,42,9,43
550,45,10,40
728,46,9,47
534,28,10,45
530,24,10,41
516,27,10,181
391,27,11,78
655,56,9,87
485,27,11,56
667,27,9,78
542,27,10,50
561,26,9,49
554,27,9,65
539,27,9,49
594,33,9,49
579,27,9,47
768,43,9,47
584,28,10,47
598,28,9,48
531,27,8,48
556,27,9,69
607,35,10,46
614,30,10,65
572,29,9,54
504,28,10,49
555,29,10,66
548,29,9,47
562,28,9,45
575,29,9,53
566,28,10,48
568,29,10,48
576,30,10,47
590,47,9,49
556,28,10,47
564,28,9,47
558,27,9,72
587,32,11,45
595,29,9,57
552,28,9,53
561,28,9,50
516,27,9,49
571,29,9,48
568,28,9,47
562,28,9,53
1380,42,10,48
584,28,9,48
585,28,9,47
553,27,9,44
633,26,10,50
543,30,9,48
541,34,13,55
649,37,10,65
533,28,9,52
571,27,9,48
573,29,10,48
581,28,9,46
571,30,10,46
557,28,9,51
522,26,9,46
555,28,9,56
578,28,9,47
581,29,9,47
592,27,9,46
573,27,9,48
777,45,9,46
537,40,12,75
559,29,14,48
571,28,9,49
553,29,10,47
589,28,9,46
571,28,9,46
570,55,10,45
603,28,10,45
573,28,9,73
542,28,10,58
535,27,8,48
576,26,9,47
553,27,9,46
584,29,9,52
572,29,9,46
1593,34,9,46
584,28,9,47
547,34,10,46
577,28,10,47
524,27,9,47
539,27,9,68
586,30,10,45
622,29,9,57
538,29,9,54
579,28,10,52
577,28,9,68
557,28,9,54
526,29,10,49
561,28,9,46
553,28,9,46
567,28,9,45
1634,76,10,76
498,27,9,48
575,28,10,49
518,28,10,49
535,27,9,48
578,28,9,53
539,27,9,47
574,28,9,48
586,29,9,46
578,28,9,47
518,28,9,47
588,29,10,48
531,29,10,48
563,28,9,46
552,50,9,46
561,28,9,46
1659,39,10,90
498,28,9,45
558,27,9,45
567,29,10,44
540,28,9,45
561,28,9,43
564,28,9,69
560,29,10,50
566,28,10,48
563,29,9,47
580,28,9,47
602,32,9,46
537,27,9,47
581,29,10,47
588,28,9,46
568,29,9,48
1607,40,10,45
582,28,9,65
511,29,9,48
558,28,10,46
587,28,9,48
529,28,10,47
571,28,9,47
514,28,10,47
590,31,9,47
589,28,9,43
554,28,9,44
560,30,10,44
577,29,10,44
1596,4688,14,84
581,29,9,72
512,27,23,39
564,29,9,63
535,28,9,53
520,28,9,48
587,28,9,47
562,29,9,48
559,47,10,46
569,29,9,47
535,39,8,36
610,29,10,51
540,27,9,47
543,28,9,48
577,29,10,46
1120,30,11,45
611,29,10,44
613,29,11,44
616,28,9,42
596,28,10,43
633,27,10,42
622,27,10,42
607,26,10,42
624,28,10,44
598,28,10,42
590,27,10,43
583,27,8,43
615,26,10,73
536,26,9,52
635,28,10,49
576,28,10,47
591,28,10,46
567,28,9,51
599,28,10,45
564,32,9,47
538,28,9,47
539,48,10,58
549,29,38,45
532,24,9,37
564,29,9,89
514,35,13,54
566,29,10,59
547,29,10,48
544,30,15,81
524,29,9,47
546,32,15,73
567,29,10,57
556,52,10,52
521,27,9,48
586,29,10,47
581,32,10,47
563,27,9,48
547,27,9,48
586,28,9,48
579,28,9,47
558,28,9,47
551,28,9,59
546,29,9,51
540,27,9,48
581,27,10,44
554,26,8,46
568,28,9,44
624,29,9,52
578,29,10,48
517,28,9,83
552,29,10,52
522,45,9,101
489,30,10,50
550,28,9,58
510,46,10,72
529,29,10,48
582,28,9,48
587,27,10,46
561,28,9,47
564,29,9,47
558,28,9,47
523,27,9,47
588,28,10,47
588,27,9,48
552,32,16,86
545,30,9,48
528,29,10,47
565,28,9,47
532,28,10,44
568,31,9,44
572,29,10,45
584,44,9,57
566,30,10,49
519,28,10,47
592,29,9,47
564,28,9,47
557,28,9,47
556,28,8,57
663,30,10,46
572,30,10,57
585,28,9,52
520,27,9,50
558,28,9,48
573,28,9,48
556,28,9,48
579,29,10,48
588,28,9,47
527,27,9,45
1614,38,9,46
598,29,10,46
526,42,8,99
500,29,10,47
528,27,9,45
564,29,29,46
545,25,10,38
573,43,10,52
568,29,10,48
564,28,10,46
554,28,9,46
570,73,11,46
582,28,9,47
580,28,10,66
623,31,10,45
549,29,11,106
483,28,10,55
547,28,9,51
559,29,9,49
548,28,9,49
575,29,10,48
575,33,9,57
514,67,9,86
485,28,9,53
555,28,10,47
555,28,10,48
534,28,10,46
509,27,9,45
712,45,10,43
555,33,10,59
650,28,9,76
530,27,9,50
591,35,10,47
591,29,10,47
567,28,10,46
553,28,9,58
586,44,11,63
589,29,10,59
589,29,9,54
530,28,8,49
551,28,10,48
572,29,9,67
516,29,17,81
560,29,10,50
563,28,9,48
570,29,10,46
595,28,9,47
565,28,9,46
565,28,9,45
560,32,9,47
572,29,9,46
564,33,10,45
553,20,7,32
606,35,10,89
497,30,10,51
501,28,9,68
587,30,10,45
588,29,10,57
559,28,10,52
560,28,9,49
513,29,9,50
535,49,9,64
598,30,10,46
594,29,9,54
556,29,9,50
554,28,9,47
555,28,9,47
577,28,9,46
577,28,10,49
564,28,9,46
511,27,9,94
539,28,10,45
629,30,10,50
566,28,10,47
553,28,9,46
572,29,9,46
571,29,10,47
555,29,9,46
1823,47,12,46
592,34,11,46
632,28,10,61
601,27,9,43
582,26,9,43
583,26,9,42
593,28,10,44
625,27,10,43
614,26,9,42
661,29,9,61
589,28,9,52
553,28,10,47
566,29,10,46
571,28,9,48
566,28,9,46
578,29,10,45
586,29,9,46
518,28,9,46
552,28,10,51
574,29,10,46
571,28,10,46
548,27,9,71
601,66,9,40
1809,45,10,63
580,28,14,54
570,28,10,53
507,32,9,49
810,35,9,48
568,28,10,74
656,43,8,35
599,29,9,61
573,29,10,59
508,28,9,51
553,28,9,49
525,28,9,47
528,29,10,47
557,27,9,47
521,22,8,34
601,35,10,53
512,28,9,53
568,29,9,48
574,28,9,64
547,29,9,47
563,28,10,44
566,28,9,51
514,28,9,48
617,28,9,47
564,27,9,47
571,27,9,46
535,43,9,37
556,31,10,54
557,28,9,61
645,29,10,45
601,29,10,56
522,33,9,51
566,29,10,48
533,29,14,48
566,28,9,81
555,29,10,48
579,33,9,48
566,27,9,48
554,51,10,47
557,31,17,35
594,29,9,55
539,27,9,48
533,19,7,31
610,32,11,52
549,30,10,45
515,21,8,34
597,30,10,54
550,29,9,48
579,28,9,49
567,28,9,47
539,28,9,47
560,29,10,48
584,27,9,48
571,75,14,46
574,27,8,45
570,27,9,48
525,28,8,46
537,39,12,50
573,31,10,51
532,28,9,48
561,29,10,46
591,28,10,47
527,27,9,48
576,27,10,46
577,30,10,47
571,31,10,46
559,33,9,52
550,28,9,45
505,27,8,45
572,29,10,44
567,28,9,54
561,33,9,49
551,28,10,48
584,32,9,47
574,27,9,52
536,31,9,48
527,30,13,48
514,45,9,72
601,30,11,45
595,27,9,56
567,27,9,50
580,27,9,49
511,29,9,52
581,28,9,48
572,28,10,50
552,29,9,46
590,28,9,47
589,29,9,48
601,28,10,46
523,28,9,47
553,27,9,44
545,28,10,45
597,28,9,44
572,28,9,44
580,29,10,53
522,28,9,50
566,28,9,64
547,28,10,48
579,28,10,46
571,27,9,51
536,26,9,46
571,28,10,49
591,28,9,47
552,27,9,96
520,27,9,55
571,28,9,50
571,29,9,47
513,32,9,67
579,29,10,44
560,30,10,53
581,28,10,50
574,28,9,49
570,28,10,47
564,40,10,79
555,28,9,46
537,28,9,46
577,46,10,46
528,28,9,46
739,26,16,46
1694,27,10,80
1653,37,10,59
539,36,11,88
502,29,9,56
571,28,9,50
555,28,9,48
587,28,9,48
532,27,9,48
542,28,9,49
576,28,9,47
559,28,9,47
552,30,9,46
552,27,9,46
571,29,10,46
579,28,9,63
624,30,10,46
613,29,9,74
525,22,8,33
583,32,10,44
1105,79,10,57
598,45,9,40
535,40,8,34
546,19,8,31
561,30,10,63
567,28,9,54
559,28,10,50
563,27,9,48
584,29,10,48
573,28,10,49
573,29,10,47
512,28,8,65
640,31,10,45
605,29,10,56
520,28,9,51
525,33,9,50
552,29,10,48
614,48,10,54
570,29,10,48
593,28,9,45
579,28,9,44
569,28,9,46
554,27,9,46
1621,49,10,77
542,28,9,64
508,28,9,52
556,28,9,50
541,46,9,35
599,29,9,55
517,28,10,48
574,28,9,49
581,29,9,64
572,28,9,51
569,29,9,49
573,33,10,47
568,29,9,48
513,28,9,65
557,28,9,47
510,27,9,63
620,30,10,45
587,30,10,55
564,28,10,50
527,46,8,34
548,18,16,34
644,44,11,52
525,18,7,31
541,27,10,47
592,30,10,52
538,33,8,32
575,35,10,53
514,22,16,34
693,44,10,48
536,28,9,52
549,40,9,50
587,28,9,47
525,28,9,47
553,47,10,47
599,27,9,47
569,141,9,47
596,27,8,46
562,27,8,46
533,35,8,53
658,30,10,46
614,29,9,55
564,28,9,51
584,29,10,49
573,28,9,46
565,30,9,46
551,19,7,31
576,30,10,50
1492,42,10,54
582,29,9,51
509,37,9,65
599,30,10,45
588,29,10,74
510,28,9,72
538,27,9,52
556,29,10,48
590,27,9,49
533,28,9,48
593,28,9,48
569,28,9,65
626,30,10,46
564,29,9,55
568,28,9,51
555,28,9,49
566,28,9,48
582,29,9,48
509,28,9,52
542,33,9,51
601,34,10,46
565,33,10,45
560,42,9,35
585,31,10,61
514,29,10,50
556,51,10,47
522,41,9,35
559,31,10,51
560,29,10,54
550,28,9,48
556,29,10,53
619,27,10,47
541,28,10,47
550,28,10,46
551,28,9,46
550,27,8,53
640,31,11,45
567,29,9,44
633,27,9,57
535,41,8,34
561,31,10,60
537,29,10,53
548,29,9,49
591,29,10,46
514,28,8,64
523,21,7,31
585,31,10,44
548,29,10,55
557,29,9,51
559,28,9,49
552,27,9,48
552,27,9,51
554,28,9,47
599,28,10,47
528,28,9,48
569,28,9,46
517,27,9,46
574,20,7,34
527,19,7,32
529,20,8,33
519,19,7,31
556,30,10,45
616,28,11,61
612,22,8,32
521,49,11,44
502,30,10,54
550,30,10,49
547,29,9,50
571,28,10,46
545,27,10,40
582,29,10,59
526,29,11,52
1266,34,30,58
502,22,8,35
525,19,7,31
533,20,7,33
538,17,7,28
489,18,7,29
510,17,6,29
616,16,6,29
531,16,6,29
514,16,8,31
533,32,11,50
583,29,10,78
572,39,10,35
545,30,10,60
564,28,9,51
543,20,7,31
552,34,9,52
524,27,9,47
560,20,7,31
545,30,10,50
538,30,10,47
543,29,9,47
544,32,9,45
550,29,10,45
542,45,9,58
534,28,9,52
553,29,10,48
526,33,10,64
590,30,10,46
557,29,9,47
558,30,10,45
572,48,10,45
1594,35,10,43
550,37,11,82
478,29,10,48
601,28,9,46
571,28,9,57
650,26,9,54
553,28,9,49
584,28,10,47
572,28,10,47
571,32,10,47
580,28,10,46
583,28,10,46
565,27,9,47
581,29,10,47
572,28,9,47
576,28,10,48
1510,47,10,46
1192,38,10,48
569,29,10,65
519,29,9,51
565,28,9,48
565,28,10,47
536,29,9,45
564,31,10,46
599,29,10,44
578,28,8,46
573,72,9,48
835,34,11,81
544,28,11,57
614,28,10,59
566,29,9,51
571,28,9,49
1611,39,10,47
568,28,9,48
561,27,9,69
597,31,10,46
579,29,9,57
585,29,9,51
533,48,11,50
568,28,9,49
536,28,9,48
541,27,10,48
504,27,9,74
614,28,9,46
581,29,10,49
580,29,9,47
582,20,7,39
676,26,10,43
790,45,10,59
568,32,10,50
561,37,10,50
531,28,9,48
579,29,10,47
580,28,10,46
533,28,10,46
545,27,9,46
608,26,9,48
576,28,9,64
512,28,9,48
579,28,10,47
579,28,9,51
560,28,9,47
580,29,10,48
535,28,10,56
579,27,9,47
532,27,9,47
584,29,10,46
535,48,9,67
551,30,9,47
555,29,10,45
606,31,9,45
597,27,9,59
1037,38,10,51
567,28,9,49
523,28,9,48
608,28,10,48
524,28,9,49
571,48,10,48
542,28,9,88
616,31,11,45
1361,48,10,57
962,49,9,51
543,28,9,48
526,41,9,73
554,30,10,49
593,28,9,48
578,29,10,48
553,27,9,49
558,29,10,46
551,27,9,45
565,33,10,46
537,43,8,71
523,28,9,55
1151,41,9,47
582,29,10,52
587,29,9,45
1561,37,9,61
544,29,10,45
575,29,10,51
583,30,10,46
570,28,9,47
561,28,10,45
554,28,8,45
537,27,9,63
625,32,11,45
560,30,10,55
565,29,10,49
560,29,10,47
599,28,9,47
524,28,9,47
556,29,9,47
570,28,9,46
587,25,9,46
569,68,8,87
507,30,9,51
570,30,10,48
576,46,9,47
567,28,9,47
566,29,10,51
594,28,9,49
535,33,10,68
546,28,9,53
555,27,9,44
522,46,9,38
1634,39,10,47
534,32,10,46
527,32,9,56
651,30,10,44
1388,41,10,54
1039,40,7,53
669,42,9,72
505,23,15,72
548,31,10,50
533,28,15,72
1791,30,10,60
584,34,10,62
619,27,10,44
608,28,10,43
590,37,10,43
602,26,9,55
597,29,11,43
628,27,10,44
605,27,10,42
593,26,9,43
780,30,10,44
642,31,10,46
613,28,10,53
548,27,9,48
571,30,10,47
570,29,9,47
557,32,9,47
562,28,9,48
558,29,10,47
570,28,9,46
574,29,10,45
1050,64,10,60
515,27,9,50
556,27,9,48
553,27,9,73
648,30,10,45
1515,36,10,53
536,27,8,49
540,29,10,49
554,41,10,47
514,28,9,70
624,30,10,45
584,29,10,54
572,37,10,49
522,28,10,91
476,27,9,84
637,40,9,59
529,29,9,50
526,28,9,48
804,39,10,52
505,27,9,63
554,29,10,47
721,62,10,73
555,28,9,50
544,29,10,48
581,28,9,48
572,28,9,48
540,29,9,74
616,30,10,45
545,29,9,56
531,28,9,51
727,38,10,50
524,28,9,48
551,32,9,46
592,29,10,48
564,29,10,52
577,28,9,47
564,28,9,47
552,28,9,58
562,31,10,46
614,46,10,66
620,27,10,57
558,26,9,51
573,28,9,54
591,29,9,47
572,28,9,49
578,30,10,56
564,28,10,50
574,28,9,48
555,28,9,47
537,29,10,52
564,28,9,47
531,28,9,47
515,29,10,46
610,28,9,47
604,28,9,48
531,27,9,47
576,29,9,47
587,28,9,47
566,28,9,65
506,27,9,48
550,27,9,70
588,38,10,46
613,29,10,57
555,28,10,50
601,29,10,50
547,37,10,46
596,29,10,45
566,28,8,45
559,27,9,77
530,28,9,51
576,29,9,48
580,28,9,48
587,27,8,48
586,29,9,47
591,28,9,48
522,28,9,47
557,29,9,47
581,28,10,47
536,46,17,42
566,24,9,38
685,31,10,88
500,29,10,51
540,29,9,50
725,37,10,48
532,42,9,59
561,30,10,52
536,28,9,47
559,29,11,57
629,29,10,45
584,27,9,52
566,28,9,48
567,29,10,46
577,29,10,155
473,29,10,74
579,27,9,50
563,28,9,48
557,28,9,50
588,29,9,68
584,28,9,48
518,28,9,47
554,26,9,45
807,41,9,45
586,28,9,51
588,32,9,47
570,28,9,47
595,29,10,47
562,29,10,47
536,45,9,87
531,30,10,47
575,28,10,47
569,27,10,46
539,29,10,47
570,28,9,47
563,28,10,44
566,29,9,46
552,28,10,44
594,28,10,43
1579,57,11,57
643,25,10,41
621,25,10,53
689,29,11,123
483,27,17,45
580,115,47,213
369,30,11,106
465,28,11,57
567,25,11,55
1017,33,11,113
483,29,12,57
605,25,11,56
998,32,11,56
646,25,10,55
766,62,9,359
236,28,10,208
1507,52,14,66
1626,136,39,45
548,49,10,116
489,32,10,62
560,23,8,113
434,26,10,140
492,26,16,251
867,41,10,55
678,29,10,130
575,28,9,129
551,28,9,103
520,28,9,132
549,40,9,123
547,28,9,98
536,27,9,131
553,28,9,125
610,29,10,129
579,27,8,131
546,27,8,99
536,29,10,113
486,27,9,56
573,28,10,49
560,29,10,46
566,90,10,52
554,27,9,49
554,28,9,48
523,27,9,47
588,28,9,48
538,28,10,47
541,45,10,77
547,29,10,49
556,28,10,61
624,31,11,46
568,28,10,56
577,28,9,51
548,27,9,50
579,29,10,50
569,28,10,48
515,27,9,48
566,27,9,48
539,40,8,84
555,29,10,51
558,28,9,85
525,28,9,52
536,22,8,36
567,30,10,50
527,20,7,33
572,30,10,60
508,30,10,54
558,28,10,49
556,29,9,48
591,28,10,48
565,28,9,47
556,27,9,46
556,27,9,46
546,27,9,46
576,28,9,46
578,28,9,46
582,28,10,46
560,27,9,47
579,27,9,46
563,29,9,64
572,47,10,50
518,28,9,48
572,27,9,46
570,28,9,47
534,37,10,33
590,30,9,52
540,25,14,30
573,30,10,50
534,31,12,30
603,30,10,48
629,29,9,61
526,30,9,51
521,27,9,50
514,28,10,47
577,28,10,85
545,28,10,49
608,27,9,49
525,27,9,47
595,27,9,48
556,28,9,65
500,28,9,48
574,28,9,86
499,27,9,51
559,29,10,52
537,27,9,47
581,27,9,53
523,28,10,47
583,33,9,51
573,28,10,46
562,28,9,47
547,33,9,47
552,28,9,57
608,29,14,50
591,30,9,33
599,30,10,44
559,39,8,35
555,27,12,128
466,45,9,41
573,30,10,53
562,46,10,49
564,28,9,49
556,27,9,50
593,30,10,49
601,31,9,51
549,47,10,39
597,31,10,57
539,30,10,51
590,30,10,49
585,30,10,48
522,28,9,49
554,28,9,52
581,30,10,50
583,29,14,50
528,45,12,37
577,31,15,54
582,29,10,53
541,26,8,33
621,30,10,48
544,29,15,49
602,31,10,60
527,38,10,54
571,29,10,50
572,28,9,49
596,30,9,50
584,29,9,48
588,29,10,48
573,51,9,39
563,31,10,55
577,30,10,61
523,23,18,34
598,31,9,54
539,30,9,51
586,29,9,49
501,28,9,49
563,29,10,48
567,33,9,48
607,28,10,47
588,29,9,46
586,48,9,48
551,38,7,33
582,31,11,49
572,28,9,47
754,50,19,75
549,25,9,38
518,34,10,65
519,19,7,31
517,19,8,31
524,19,6,31
579,19,8,30
535,39,9,33
532,41,7,34
586,18,7,32
582,31,10,64
574,41,10,54
591,30,10,51
589,29,10,49
569,28,9,49
585,30,11,99
545,29,10,52
586,29,9,51
551,27,9,50
578,29,10,48
599,28,10,47
553,31,10,89
538,29,9,47
563,28,10,45
518,41,10,80
556,27,9,52
504,34,10,49
582,28,10,53
556,28,9,68
581,46,9,56
593,29,10,58
571,28,10,52
757,44,10,47
573,29,10,52
557,28,9,49
562,47,10,75
550,28,9,53
593,28,9,56
545,27,9,47
576,27,9,48
555,27,9,59
568,29,10,51
525,29,10,49
563,28,9,48
552,28,9,46
541,27,9,45
502,27,9,51
576,28,9,44
1788,28,9,67
533,29,10,53
597,28,9,50
582,28,9,48
582,27,9,47
569,29,9,47
588,35,12,69
565,28,9,48
570,29,9,47
589,28,9,47
570,28,9,47
579,30,9,48
536,28,9,47
576,28,10,46
526,28,9,48
549,32,9,45
598,29,10,46
575,28,10,47
517,33,9,48
557,30,10,52
576,28,9,45
573,28,9,43
557,33,9,45
549,28,9,53
583,28,9,49
564,28,9,47
564,45,9,47
593,27,9,47
584,28,9,59
582,28,9,49
525,27,9,47
590,27,9,46
1671,39,9,46
572,28,9,46
585,30,10,47
581,28,9,74
549,28,10,51
508,27,9,52
582,29,9,52
571,28,9,48
554,30,9,47
553,28,9,46
536,27,9,44
540,33,10,44
584,27,10,44
579,46,9,65
498,28,10,45
545,22,8,35
553,29,11,52
575,31,10,55
547,29,9,51
553,30,10,48
570,28,10,46
571,28,9,48
555,29,9,47
587,27,9,47
537,28,9,48
532,28,9,48
590,28,9,48
574,28,9,48
559,27,8,62
518,29,9,53
568,28,9,47
582,28,9,46
614,24,9,35
589,48,10,62
569,28,9,52
517,20,13,43
580,29,9,50
537,19,7,31
963,50,10,40
608,45,10,49
567,30,9,50
609,36,10,48
565,46,9,58
561,29,9,47
570,29,9,49
538,28,10,48
598,28,9,47
561,29,9,47
601,27,9,48
540,28,9,47
528,27,9,47
579,29,9,60
540,28,9,65
560,28,9,46
530,27,9,47
563,28,9,51
581,28,9,45
562,28,9,47
565,29,10,45
577,28,9,44
556,35,9,44
564,27,9,43
1501,39,9,45
651,28,10,43
634,28,10,44
618,30,9,43
594,25,9,42
603,29,11,64
603,28,10,43
629,29,10,44
625,28,10,44
639,28,11,45
639,49,11,62
587,28,9,55
566,28,9,50
567,28,9,49
591,29,10,56
593,29,10,58
532,29,10,49
560,29,10,47
572,30,9,49
586,30,10,46
595,29,10,50
571,29,9,64
702,24,10,80
469,30,10,79
534,28,10,51
563,29,10,49
603,29,10,49
583,28,10,53
593,28,9,49
583,30,10,67
603,29,10,49
599,30,10,49
560,48,9,73
566,29,10,54
611,30,10,55
607,29,10,48
574,29,9,48
590,27,9,48
598,29,10,49
591,28,9,47
528,28,9,47
527,28,9,47
551,29,9,47
570,28,9,44
565,28,9,45
1041,41,9,50
539,42,8,74
568,29,10,49
509,28,9,67
550,47,10,51
557,28,9,49
571,28,9,48
568,28,9,47
510,28,9,58
535,28,8,52
546,29,10,47
568,29,9,49
574,28,9,47
557,28,9,48
560,29,10,46
581,35,10,49
566,28,14,47
525,28,10,47
590,35,10,48
585,28,9,46
515,27,9,46
561,28,8,44
585,29,9,45
554,42,9,53
604,33,10,53
508,27,9,48
570,29,9,48
648,28,9,48
525,40,8,36
593,31,10,50
545,37,17,33
580,29,10,49
542,27,9,48
567,29,10,47
589,28,10,47
513,32,9,48
570,29,10,47
571,28,10,45
527,28,9,47
583,29,10,46
571,28,10,46
580,29,11,46
572,28,9,47
531,59,9,35
550,31,10,50
529,29,17,33
594,31,10,50
526,29,9,46
568,34,18,35
594,31,10,53
561,32,10,48
576,28,10,47
561,28,9,47
561,32,9,48
520,30,11,33
588,30,10,50
556,29,10,47
554,28,9,48
533,41,8,35
558,35,11,50
562,29,10,49
525,29,10,49
565,29,9,71
668,32,11,52
563,29,9,74
572,30,11,58
635,29,9,48
574,29,9,48
555,25,8,38
605,31,10,50
531,29,10,51
573,29,9,51
570,30,10,54
596,28,10,50
578,28,10,49
582,29,9,49
534,29,10,48
600,28,9,47
544,28,9,49
604,29,9,47
529,28,10,47
575,29,10,46
590,87,10,47
584,27,9,48
582,29,10,47
522,33,10,47
579,27,9,47
523,27,13,48
560,34,9,46
557,28,9,47
593,29,9,48
555,44,10,38
604,31,10,50
560,30,10,47
568,29,9,47
573,29,10,89
568,42,9,47
585,33,10,45
566,32,10,48
611,34,10,44
624,28,10,44
622,28,10,62
591,28,10,44
620,27,10,43
618,29,11,46
614,29,10,44
578,28,10,44
610,29,10,60
551,52,10,42
581,29,9,55
558,28,10,49
542,25,8,39
613,31,10,50
575,30,9,49
551,22,8,34
602,32,10,50
577,30,10,46
580,29,10,47
570,37,10,46
1377,24,21,37
604,80,11,62
532,44,8,34
604,31,11,62
514,19,18,34
592,32,11,48
540,29,10,55
564,30,10,50
589,30,10,47
592,32,10,50
564,29,10,47
