variant,samples,mean_ns,min_ns,max_ns,stddev_ns,ci95_ns
atomic_flag,1000,13.5,0,42,19.5,1.2
atomic_flag,1000,13.5,0,42,19.5,1.2
atomic_flag,1000,13.4,0,42,19.5,1.2
atomic_flag,1000,13.6,0,42,19.5,1.2
atomic_flag,1000,13.8,0,42,19.6,1.2
atomic_flag,1000,14.1,0,84,19.9,1.2
atomic_flag,1000,13.6,0,42,19.6,1.2
atomic_flag,1000,13.6,0,84,19.6,1.2
atomic_flag,1000,13.6,0,42,19.5,1.2
atomic_flag,1000,13.5,0,42,19.5,1.2
atomic_flag,1000,13.6,0,83,19.6,1.2
atomic_flag,1000,13.5,0,42,19.5,1.2
atomic_flag,1000,13.8,0,83,19.7,1.2
atomic_flag,1000,13.5,0,42,19.5,1.2
atomic_flag,1000,13.5,0,42,19.5,1.2
atomic_flag,1000,13.8,0,84,19.7,1.2
atomic_flag,1000,14.0,0,84,20.0,1.2
atomic_flag,1000,13.7,0,42,19.6,1.2
atomic_flag,1000,13.4,0,42,19.5,1.2
atomic_flag,1000,13.3,0,83,19.5,1.2
os_unfair_lock,1000,15.8,0,83,20.3,1.3
os_unfair_lock,1000,16.2,0,125,21.2,1.3
os_unfair_lock,1000,15.9,0,42,20.3,1.3
os_unfair_lock,1000,16.2,0,83,20.5,1.3
os_unfair_lock,1000,16.1,0,84,20.6,1.3
os_unfair_lock,1000,15.9,0,42,20.3,1.3
os_unfair_lock,1000,16.0,0,42,20.3,1.3
os_unfair_lock,1000,16.0,0,42,20.3,1.3
os_unfair_lock,1000,15.8,0,42,20.2,1.3
os_unfair_lock,1000,16.0,0,42,20.3,1.3
os_unfair_lock,1000,16.0,0,83,20.4,1.3
os_unfair_lock,1000,15.8,0,42,20.2,1.3
os_unfair_lock,1000,17.1,0,333,22.9,1.4
os_unfair_lock,1000,16.1,0,83,20.4,1.3
os_unfair_lock,1000,15.9,0,42,20.3,1.3
os_unfair_lock,1000,15.9,0,42,20.2,1.3
os_unfair_lock,1000,15.9,0,42,20.3,1.3
os_unfair_lock,1000,15.8,0,42,20.2,1.3
os_unfair_lock,1000,15.8,0,42,20.2,1.3
os_unfair_lock,1000,15.7,0,42,20.2,1.3
os_unfair_lock,1000,15.8,0,83,20.3,1.3
os_unfair_lock,1000,15.8,0,42,20.2,1.3
os_unfair_lock,1000,16.4,0,209,21.5,1.3
os_unfair_lock,1000,15.9,0,83,20.3,1.3
os_unfair_lock,1000,16.0,0,42,20.3,1.3
os_unfair_lock,1000,16.0,0,83,20.4,1.3
os_unfair_lock,1000,15.7,0,42,20.2,1.3
os_unfair_lock,1000,15.7,0,42,20.2,1.3
os_unfair_lock,1000,15.8,0,42,20.2,1.3
os_unfair_lock,1000,16.1,0,83,20.4,1.3
os_unfair_lock,1000,16.0,0,83,20.4,1.3
os_unfair_lock,1000,16.0,0,42,20.3,1.3
os_unfair_lock,1000,16.2,0,84,20.6,1.3
os_unfair_lock,1000,16.0,0,42,20.3,1.3
os_unfair_lock,1000,16.0,0,83,20.4,1.3
os_unfair_lock,1000,15.8,0,42,20.2,1.3
os_unfair_lock,1000,15.9,0,83,20.3,1.3
os_unfair_lock,1000,15.8,0,42,20.2,1.3
os_unfair_lock,1000,16.0,0,84,20.6,1.3
os_unfair_lock,1000,16.1,0,83,20.5,1.3
os_unfair_lock,1000,16.0,0,83,20.4,1.3
os_unfair_lock,1000,15.8,0,83,20.3,1.3
os_unfair_lock,1000,15.9,0,42,20.2,1.3
os_unfair_lock,1000,16.0,0,83,20.5,1.3
os_unfair_lock,1000,15.8,0,42,20.2,1.3
os_unfair_lock,1000,16.0,0,83,20.4,1.3
os_unfair_lock,1000,21.6,0,5666,179.8,11.1
os_unfair_lock,1000,15.9,0,83,20.3,1.3
os_unfair_lock,1000,16.0,0,42,20.3,1.3
os_unfair_lock,1000,16.0,0,83,20.4,1.3
os_unfair_lock,1000,15.8,0,42,20.2,1.3
os_unfair_lock,1000,15.7,0,42,20.2,1.3
os_unfair_lock,1000,15.8,0,42,20.2,1.3
os_unfair_lock,1000,15.8,0,42,20.2,1.3
os_unfair_lock,1000,15.8,0,42,20.2,1.3
os_unfair_lock,1000,16.0,0,42,20.3,1.3
os_unfair_lock,1000,15.9,0,42,20.3,1.3
os_unfair_lock,1000,16.0,0,42,20.3,1.3
os_unfair_lock,1000,16.0,0,42,20.3,1.3
os_unfair_lock,1000,15.9,0,83,20.3,1.3
os_unfair_lock,1000,16.0,0,84,20.4,1.3
os_unfair_lock,1000,16.3,0,83,20.4,1.3
os_unfair_lock,1000,15.8,0,83,20.3,1.3
os_unfair_lock,1000,16.1,0,83,20.5,1.3
os_unfair_lock,1000,21.7,0,5667,179.9,11.1
os_unfair_lock,1000,15.9,0,83,20.3,1.3
os_unfair_lock,1000,16.1,0,125,20.6,1.3
os_unfair_lock,1000,15.9,0,42,20.2,1.3
os_unfair_lock,1000,28.3,0,10833,343.3,21.3
os_unfair_lock,1000,15.9,0,83,20.3,1.3
os_unfair_lock,1000,23.3,0,7375,233.6,14.5
os_unfair_lock,1000,15.9,0,42,20.3,1.3
os_unfair_lock,1000,16.0,0,84,20.4,1.3
os_unfair_lock,1000,16.0,0,42,20.3,1.3
os_unfair_lock,1000,15.8,0,83,20.3,1.3
os_unfair_lock,1000,15.8,0,42,20.2,1.3
os_unfair_lock,1000,16.3,0,84,20.7,1.3
os_unfair_lock,1000,15.8,0,83,20.3,1.3
os_unfair_lock,1000,16.0,0,83,20.4,1.3
os_unfair_lock,1000,16.0,0,84,20.4,1.3
os_unfair_lock,1000,15.9,0,42,20.2,1.3
os_unfair_lock,1000,15.8,0,84,20.4,1.3
os_unfair_lock,1000,15.8,0,83,20.3,1.3
os_unfair_lock,1000,16.1,0,84,20.4,1.3
os_unfair_lock,1000,16.0,0,83,20.4,1.3
os_unfair_lock,1000,16.1,0,84,20.5,1.3
os_unfair_lock,1000,15.8,0,42,20.2,1.3
os_unfair_lock,1000,16.0,0,83,20.4,1.3
os_unfair_lock,1000,15.7,0,42,20.2,1.3
os_unfair_lock,1000,15.9,0,84,20.4,1.3
os_unfair_lock,1000,15.9,0,84,20.3,1.3
os_unfair_lock,1000,15.9,0,83,20.3,1.3
os_unfair_lock,1000,16.0,0,84,20.4,1.3
os_unfair_lock,1000,15.7,0,84,20.3,1.3
os_unfair_lock,1000,15.9,0,84,20.5,1.3
os_unfair_lock,1000,15.9,0,42,20.2,1.3
os_unfair_lock,1000,16.0,0,42,20.3,1.3
os_unfair_lock,1000,15.8,0,83,20.3,1.3
os_unfair_lock,1000,15.9,0,42,20.2,1.3
os_unfair_lock,1000,15.8,0,42,20.2,1.3
atomic_flag,10000,13.7,0,167,20.0,0.4
atomic_flag,10000,13.7,0,167,19.8,0.4
atomic_flag,10000,13.5,0,84,19.5,0.4
atomic_flag,10000,13.8,0,125,19.8,0.4
atomic_flag,10000,13.6,0,125,19.7,0.4
atomic_flag,10000,13.7,0,83,19.6,0.4
atomic_flag,10000,13.7,0,84,19.7,0.4
atomic_flag,10000,13.6,0,42,19.5,0.4
atomic_flag,10000,13.4,0,84,19.5,0.4
atomic_flag,10000,13.5,0,84,19.5,0.4
atomic_flag,10000,13.6,0,125,19.6,0.4
atomic_flag,10000,13.7,0,42,19.6,0.4
atomic_flag,10000,13.6,0,42,19.5,0.4
atomic_flag,10000,13.7,0,83,19.6,0.4
atomic_flag,10000,13.4,0,84,19.5,0.4
atomic_flag,10000,13.6,0,84,19.6,0.4
atomic_flag,10000,13.6,0,84,19.6,0.4
atomic_flag,10000,13.7,0,84,19.6,0.4
atomic_flag,10000,15.2,0,1625,26.3,0.5
atomic_flag,10000,13.6,0,84,19.5,0.4
atomic_flag,10000,14.7,0,9083,92.8,1.8
atomic_flag,10000,13.6,0,84,19.6,0.4
atomic_flag,10000,16.6,0,19959,201.0,3.9
atomic_flag,10000,13.5,0,83,19.5,0.4
atomic_flag,10000,13.7,0,84,19.7,0.4
atomic_flag,10000,13.7,0,84,19.7,0.4
atomic_flag,10000,13.9,0,333,20.1,0.4
atomic_flag,10000,13.6,0,83,19.6,0.4
atomic_flag,10000,16.0,0,11875,164.6,3.2
atomic_flag,10000,13.6,0,83,19.6,0.4
atomic_flag,10000,13.6,0,84,19.6,0.4
atomic_flag,10000,13.6,0,84,19.6,0.4
atomic_flag,10000,13.5,0,166,19.6,0.4
atomic_flag,10000,13.8,0,84,19.8,0.4
atomic_flag,10000,13.6,0,83,19.5,0.4
atomic_flag,10000,13.5,0,84,19.5,0.4
atomic_flag,10000,14.9,0,12167,123.1,2.4
atomic_flag,10000,13.6,0,125,19.7,0.4
atomic_flag,10000,13.7,0,125,19.6,0.4
atomic_flag,10000,13.6,0,83,19.6,0.4
atomic_flag,10000,15.3,0,8375,113.4,2.2
atomic_flag,10000,13.7,0,84,19.6,0.4
atomic_flag,10000,13.5,0,84,19.6,0.4
atomic_flag,10000,13.7,0,167,19.7,0.4
atomic_flag,10000,13.6,0,84,19.5,0.4
atomic_flag,10000,13.6,0,83,19.6,0.4
atomic_flag,10000,14.2,0,5708,60.2,1.2
atomic_flag,10000,13.3,0,42,19.4,0.4
atomic_flag,10000,13.6,0,83,19.6,0.4
atomic_flag,10000,13.7,0,84,19.6,0.4
atomic_flag,10000,13.4,0,83,19.5,0.4
atomic_flag,10000,13.7,0,84,19.6,0.4
atomic_flag,10000,13.7,0,1542,24.8,0.5
atomic_flag,10000,13.6,0,42,19.5,0.4
atomic_flag,10000,13.8,0,250,19.9,0.4
atomic_flag,10000,13.3,0,84,19.5,0.4
atomic_flag,10000,13.6,0,125,19.6,0.4
atomic_flag,10000,13.6,0,83,19.6,0.4
atomic_flag,10000,14.9,0,7500,91.6,1.8
atomic_flag,10000,16.2,0,13750,172.9,3.4
atomic_flag,10000,13.6,0,84,19.5,0.4
atomic_flag,10000,13.7,0,84,19.6,0.4
atomic_flag,10000,17.5,0,18833,229.0,4.5
atomic_flag,10000,13.5,0,83,19.5,0.4
atomic_flag,10000,16.4,0,18125,201.3,3.9
atomic_flag,10000,13.5,0,84,19.5,0.4
atomic_flag,10000,13.7,0,42,19.6,0.4
atomic_flag,10000,13.6,0,84,19.6,0.4
atomic_flag,10000,13.7,0,125,19.6,0.4
atomic_flag,10000,14.5,0,8333,85.5,1.7
atomic_flag,10000,13.5,0,84,19.5,0.4
atomic_flag,10000,13.6,0,84,19.6,0.4
atomic_flag,10000,13.7,0,83,19.6,0.4
atomic_flag,10000,13.5,0,84,19.5,0.4
atomic_flag,10000,16.8,0,23375,234.5,4.6
atomic_flag,10000,13.6,0,83,19.6,0.4
atomic_flag,10000,13.7,0,84,19.6,0.4
atomic_flag,10000,13.6,0,84,19.6,0.4
atomic_flag,10000,14.9,0,11291,114.5,2.2
atomic_flag,10000,13.7,0,84,19.6,0.4
atomic_flag,10000,13.6,0,84,19.6,0.4
atomic_flag,10000,13.6,0,84,19.5,0.4
atomic_flag,10000,14.8,0,10584,107.6,2.1
atomic_flag,10000,14.4,0,7959,81.8,1.6
atomic_flag,10000,15.9,0,16375,172.8,3.4
atomic_flag,10000,13.5,0,42,19.5,0.4
atomic_flag,10000,13.6,0,83,19.6,0.4
atomic_flag,10000,13.7,0,84,19.7,0.4
atomic_flag,10000,14.9,0,12542,126.8,2.5
atomic_flag,10000,13.6,0,42,19.6,0.4
atomic_flag,10000,13.5,0,84,19.5,0.4
atomic_flag,10000,13.7,0,125,19.6,0.4
atomic_flag,10000,13.9,0,417,20.3,0.4
atomic_flag,10000,14.1,0,6375,66.5,1.3
atomic_flag,10000,13.7,0,333,20.3,0.4
atomic_flag,10000,13.6,0,42,19.5,0.4
atomic_flag,10000,16.3,0,14708,180.9,3.5
atomic_flag,10000,13.7,0,84,19.6,0.4
atomic_flag,10000,13.6,0,83,19.6,0.4
atomic_flag,10000,13.5,0,84,19.5,0.4
os_unfair_lock,10000,15.9,0,84,20.2,0.4
os_unfair_lock,10000,15.9,0,83,20.2,0.4
os_unfair_lock,10000,15.9,0,84,20.2,0.4
os_unfair_lock,10000,16.0,0,84,20.4,0.4
os_unfair_lock,10000,20.8,0,24042,339.5,6.7
os_unfair_lock,10000,16.0,0,84,20.4,0.4
os_unfair_lock,10000,15.9,0,125,20.3,0.4
os_unfair_lock,10000,15.8,0,125,20.3,0.4
os_unfair_lock,10000,16.0,0,125,20.4,0.4
os_unfair_lock,10000,17.8,0,19041,191.3,3.8
os_unfair_lock,10000,15.8,0,83,20.2,0.4
os_unfair_lock,10000,15.8,0,84,20.2,0.4
os_unfair_lock,10000,15.8,0,84,20.2,0.4
os_unfair_lock,10000,15.9,0,125,20.3,0.4
os_unfair_lock,10000,16.8,0,8625,88.4,1.7
os_unfair_lock,10000,15.8,0,84,20.2,0.4
os_unfair_lock,10000,18.1,0,11583,150.1,2.9
os_unfair_lock,10000,15.9,0,42,20.2,0.4
os_unfair_lock,10000,18.9,0,9250,159.1,3.1
os_unfair_lock,10000,15.9,0,42,20.2,0.4
os_unfair_lock,10000,15.9,0,83,20.3,0.4
os_unfair_lock,10000,16.0,0,84,20.3,0.4
os_unfair_lock,10000,15.9,0,42,20.2,0.4
os_unfair_lock,10000,15.9,0,84,20.3,0.4
os_unfair_lock,10000,15.9,0,84,20.3,0.4
os_unfair_lock,10000,15.8,0,84,20.3,0.4
os_unfair_lock,10000,16.1,0,1709,26.5,0.5
os_unfair_lock,10000,15.9,0,83,20.3,0.4
os_unfair_lock,10000,18.9,0,29917,299.7,5.9
os_unfair_lock,10000,15.9,0,84,20.3,0.4
os_unfair_lock,10000,15.8,0,84,20.2,0.4
os_unfair_lock,10000,17.1,0,11750,119.1,2.3
os_unfair_lock,10000,15.9,0,250,20.4,0.4
os_unfair_lock,10000,15.9,0,83,20.3,0.4
os_unfair_lock,10000,15.8,0,83,20.2,0.4
os_unfair_lock,10000,15.8,0,84,20.3,0.4
os_unfair_lock,10000,16.0,0,84,20.4,0.4
os_unfair_lock,10000,15.9,0,42,20.2,0.4
os_unfair_lock,10000,20.0,0,20750,245.9,4.8
os_unfair_lock,10000,15.8,0,83,20.2,0.4
os_unfair_lock,10000,15.8,0,83,20.2,0.4
os_unfair_lock,10000,15.9,0,83,20.3,0.4
os_unfair_lock,10000,15.9,0,84,20.3,0.4
os_unfair_lock,10000,15.9,0,84,20.2,0.4
os_unfair_lock,10000,15.9,0,84,20.3,0.4
os_unfair_lock,10000,15.9,0,83,20.3,0.4
os_unfair_lock,10000,15.9,0,84,20.3,0.4
os_unfair_lock,10000,15.8,0,42,20.2,0.4
os_unfair_lock,10000,17.6,0,14750,148.8,2.9
os_unfair_lock,10000,15.9,0,83,20.2,0.4
os_unfair_lock,10000,15.9,0,84,20.3,0.4
os_unfair_lock,10000,16.7,0,8042,82.8,1.6
os_unfair_lock,10000,15.9,0,125,20.3,0.4
os_unfair_lock,10000,17.5,0,10167,116.2,2.3
os_unfair_lock,10000,15.8,0,84,20.3,0.4
os_unfair_lock,10000,15.9,0,83,20.3,0.4
os_unfair_lock,10000,16.0,0,84,20.3,0.4
os_unfair_lock,10000,15.9,0,84,20.3,0.4
os_unfair_lock,10000,20.6,0,25458,325.7,6.4
os_unfair_lock,10000,15.9,0,84,20.3,0.4
os_unfair_lock,10000,16.6,0,6458,67.6,1.3
os_unfair_lock,10000,17.0,0,10708,108.8,2.1
os_unfair_lock,10000,15.8,0,84,20.3,0.4
os_unfair_lock,10000,15.9,0,83,20.2,0.4
os_unfair_lock,10000,15.9,0,125,20.3,0.4
os_unfair_lock,10000,15.9,0,84,20.3,0.4
os_unfair_lock,10000,17.1,0,9708,99.3,1.9
os_unfair_lock,10000,15.9,0,84,20.3,0.4
os_unfair_lock,10000,20.4,0,39166,396.4,7.8
os_unfair_lock,10000,15.8,0,42,20.2,0.4
os_unfair_lock,10000,15.8,0,42,20.2,0.4
os_unfair_lock,10000,15.9,0,84,20.3,0.4
os_unfair_lock,10000,15.9,0,84,20.3,0.4
os_unfair_lock,10000,15.9,0,83,20.3,0.4
os_unfair_lock,10000,15.8,0,83,20.2,0.4
os_unfair_lock,10000,15.9,0,84,20.3,0.4
os_unfair_lock,10000,17.0,0,9917,101.3,2.0
os_unfair_lock,10000,15.9,0,84,20.3,0.4
os_unfair_lock,10000,15.9,0,84,20.2,0.4
os_unfair_lock,10000,15.9,0,83,20.3,0.4
os_unfair_lock,10000,15.9,0,84,20.3,0.4
os_unfair_lock,10000,17.4,0,9500,111.6,2.2
os_unfair_lock,10000,15.9,0,84,20.3,0.4
os_unfair_lock,10000,17.7,0,17541,176.4,3.5
os_unfair_lock,10000,15.9,0,83,20.2,0.4
os_unfair_lock,10000,15.9,0,84,20.2,0.4
os_unfair_lock,10000,16.0,0,84,20.3,0.4
os_unfair_lock,10000,15.8,0,42,20.2,0.4
os_unfair_lock,10000,24.8,0,17417,321.3,6.3
os_unfair_lock,10000,15.9,0,84,20.3,0.4
os_unfair_lock,10000,17.2,0,13000,131.4,2.6
os_unfair_lock,10000,17.5,0,8875,108.1,2.1
os_unfair_lock,10000,15.8,0,83,20.2,0.4
os_unfair_lock,10000,17.0,0,11250,114.2,2.2
os_unfair_lock,10000,15.8,0,83,20.2,0.4
os_unfair_lock,10000,15.9,0,84,20.3,0.4
os_unfair_lock,10000,17.0,0,10958,111.3,2.2
os_unfair_lock,10000,15.8,0,42,20.2,0.4
os_unfair_lock,10000,15.9,0,250,20.5,0.4
os_unfair_lock,10000,15.8,0,84,20.2,0.4
atomic_flag,100000,13.8,0,5500,26.8,0.2
atomic_flag,100000,14.0,0,35458,113.8,0.7
atomic_flag,100000,14.0,0,30166,99.6,0.6
atomic_flag,100000,14.0,0,15291,71.4,0.4
atomic_flag,100000,13.7,0,2541,21.2,0.1
atomic_flag,100000,13.8,0,8584,36.0,0.2
atomic_flag,100000,13.9,0,12583,54.7,0.3
atomic_flag,100000,13.8,0,15791,57.2,0.4
atomic_flag,100000,13.7,0,7958,31.9,0.2
atomic_flag,100000,13.7,0,6083,27.4,0.2
atomic_flag,100000,14.5,0,33750,146.1,0.9
atomic_flag,100000,13.7,0,1958,20.8,0.1
atomic_flag,100000,15.1,0,38750,158.9,1.0
atomic_flag,100000,13.8,0,12708,45.7,0.3
atomic_flag,100000,13.9,0,9833,43.0,0.3
atomic_flag,100000,13.7,0,166,19.6,0.1
atomic_flag,100000,13.9,0,9708,44.0,0.3
atomic_flag,100000,13.7,0,5292,25.7,0.2
atomic_flag,100000,14.0,0,23417,76.6,0.5
atomic_flag,100000,14.4,0,47334,172.2,1.1
atomic_flag,100000,13.6,0,125,19.6,0.1
atomic_flag,100000,13.6,0,6583,28.9,0.2
atomic_flag,100000,14.1,0,26375,91.5,0.6
atomic_flag,100000,13.9,0,13500,58.1,0.4
atomic_flag,100000,14.2,0,11000,69.6,0.4
atomic_flag,100000,14.8,0,21750,141.2,0.9
atomic_flag,100000,13.8,0,9500,43.5,0.3
atomic_flag,100000,14.0,0,20208,75.1,0.5
atomic_flag,100000,13.7,0,4292,24.7,0.2
atomic_flag,100000,14.5,0,12584,89.9,0.6
atomic_flag,100000,13.6,0,125,19.6,0.1
atomic_flag,100000,13.7,0,9375,36.0,0.2
atomic_flag,100000,13.6,0,417,19.6,0.1
atomic_flag,100000,13.7,0,6958,29.4,0.2
atomic_flag,100000,13.6,0,84,19.6,0.1
atomic_flag,100000,13.8,0,8750,39.8,0.2
atomic_flag,100000,13.9,0,17834,66.3,0.4
atomic_flag,100000,13.8,0,9208,35.1,0.2
atomic_flag,100000,14.0,0,10333,63.1,0.4
atomic_flag,100000,13.7,0,2792,22.0,0.1
atomic_flag,100000,14.2,0,12791,69.8,0.4
atomic_flag,100000,13.6,0,167,19.6,0.1
atomic_flag,100000,13.8,0,7333,36.1,0.2
atomic_flag,100000,13.7,0,4750,24.7,0.2
atomic_flag,100000,13.6,0,167,19.6,0.1
atomic_flag,100000,13.7,0,5209,25.6,0.2
atomic_flag,100000,14.1,0,35417,119.9,0.7
atomic_flag,100000,14.1,0,28292,106.3,0.7
atomic_flag,100000,13.6,0,166,19.6,0.1
atomic_flag,100000,14.2,0,16500,79.2,0.5
atomic_flag,100000,13.7,0,167,19.7,0.1
atomic_flag,100000,14.2,0,15583,78.0,0.5
atomic_flag,100000,13.8,0,10792,39.7,0.2
atomic_flag,100000,13.9,0,18208,70.0,0.4
atomic_flag,100000,13.8,0,10000,38.1,0.2
atomic_flag,100000,14.3,0,20709,100.2,0.6
atomic_flag,100000,13.9,0,9750,55.4,0.3
atomic_flag,100000,13.8,0,10084,44.1,0.3
atomic_flag,100000,13.7,0,6458,28.3,0.2
atomic_flag,100000,13.9,0,7292,43.1,0.3
atomic_flag,100000,13.8,0,9791,36.7,0.2
atomic_flag,100000,13.7,0,2416,21.1,0.1
atomic_flag,100000,14.0,0,10750,50.5,0.3
atomic_flag,100000,13.7,0,125,19.6,0.1
atomic_flag,100000,13.7,0,417,19.7,0.1
atomic_flag,100000,13.6,0,1709,20.3,0.1
atomic_flag,100000,14.1,0,22333,88.6,0.5
atomic_flag,100000,13.8,0,5916,27.1,0.2
atomic_flag,100000,13.6,0,125,19.6,0.1
atomic_flag,100000,13.7,0,9917,36.9,0.2
atomic_flag,100000,13.8,0,9375,36.0,0.2
atomic_flag,100000,13.6,0,5667,26.5,0.2
atomic_flag,100000,14.1,0,16000,66.9,0.4
atomic_flag,100000,14.4,0,20750,111.6,0.7
atomic_flag,100000,13.7,0,167,19.7,0.1
atomic_flag,100000,13.8,0,8625,37.5,0.2
atomic_flag,100000,13.7,0,2334,21.0,0.1
atomic_flag,100000,15.9,0,31541,188.2,1.2
atomic_flag,100000,14.7,0,21542,103.2,0.6
atomic_flag,100000,14.1,0,15166,78.4,0.5
atomic_flag,100000,14.1,0,13500,55.9,0.3
atomic_flag,100000,13.7,0,292,19.6,0.1
atomic_flag,100000,13.8,0,9292,41.2,0.3
atomic_flag,100000,13.6,0,416,19.6,0.1
atomic_flag,100000,13.8,0,9375,38.9,0.2
atomic_flag,100000,15.3,0,25708,140.2,0.9
atomic_flag,100000,14.2,0,17458,79.7,0.5
atomic_flag,100000,13.8,0,7958,39.5,0.2
atomic_flag,100000,14.0,0,17666,74.7,0.5
atomic_flag,100000,13.9,0,10792,45.2,0.3
atomic_flag,100000,14.6,0,31334,127.7,0.8
atomic_flag,100000,13.9,0,13916,56.4,0.3
atomic_flag,100000,14.8,0,39500,155.6,1.0
atomic_flag,100000,13.6,0,1666,20.2,0.1
atomic_flag,100000,13.9,0,9500,51.4,0.3
atomic_flag,100000,13.7,0,8375,32.9,0.2
atomic_flag,100000,13.7,0,167,19.6,0.1
atomic_flag,100000,13.6,0,125,19.6,0.1
atomic_flag,100000,14.0,0,19750,70.2,0.4
atomic_flag,100000,14.1,0,23625,92.6,0.6
os_unfair_lock,100000,15.9,0,1917,21.9,0.1
os_unfair_lock,100000,16.4,0,20958,84.8,0.5
os_unfair_lock,100000,15.9,0,208,20.3,0.1
os_unfair_lock,100000,16.0,0,14500,50.1,0.3
os_unfair_lock,100000,16.0,0,11750,42.3,0.3
os_unfair_lock,100000,17.4,0,75750,275.4,1.7
os_unfair_lock,100000,16.0,0,13292,46.7,0.3
os_unfair_lock,100000,15.9,0,1667,20.9,0.1
os_unfair_lock,100000,16.0,0,6667,29.2,0.2
os_unfair_lock,100000,16.0,0,8500,42.7,0.3
os_unfair_lock,100000,16.2,0,26250,85.6,0.5
os_unfair_lock,100000,16.2,0,22458,75.9,0.5
os_unfair_lock,100000,16.0,0,10625,39.2,0.2
os_unfair_lock,100000,15.8,0,250,20.3,0.1
os_unfair_lock,100000,16.1,0,6542,37.4,0.2
os_unfair_lock,100000,16.0,0,7833,32.0,0.2
os_unfair_lock,100000,16.0,0,10000,37.5,0.2
os_unfair_lock,100000,16.0,0,6834,31.2,0.2
os_unfair_lock,100000,16.6,0,34208,127.8,0.8
os_unfair_lock,100000,15.9,0,1667,21.0,0.1
os_unfair_lock,100000,16.7,0,22125,112.4,0.7
os_unfair_lock,100000,16.0,0,7209,30.5,0.2
os_unfair_lock,100000,17.3,0,42542,196.4,1.2
os_unfair_lock,100000,16.2,0,13375,54.6,0.3
os_unfair_lock,100000,16.1,0,11583,48.7,0.3
os_unfair_lock,100000,16.2,0,22625,74.5,0.5
os_unfair_lock,100000,15.9,0,4958,25.6,0.2
os_unfair_lock,100000,16.2,0,25459,86.8,0.5
os_unfair_lock,100000,16.0,0,6958,31.3,0.2
os_unfair_lock,100000,15.9,0,4458,24.7,0.2
os_unfair_lock,100000,16.0,0,2208,22.2,0.1
os_unfair_lock,100000,15.9,0,625,20.4,0.1
os_unfair_lock,100000,16.2,0,9416,54.1,0.3
os_unfair_lock,100000,15.9,0,1541,20.9,0.1
os_unfair_lock,100000,16.4,0,21958,88.4,0.5
os_unfair_lock,100000,16.4,0,14583,82.3,0.5
os_unfair_lock,100000,16.0,0,6875,29.7,0.2
os_unfair_lock,100000,16.6,0,15291,86.8,0.5
os_unfair_lock,100000,16.2,0,11791,51.3,0.3
os_unfair_lock,100000,16.5,0,26917,113.9,0.7
os_unfair_lock,100000,16.0,0,6625,29.2,0.2
os_unfair_lock,100000,16.4,0,22542,82.0,0.5
os_unfair_lock,100000,16.2,0,13500,60.3,0.4
os_unfair_lock,100000,16.8,0,44542,162.8,1.0
os_unfair_lock,100000,16.0,0,6792,29.6,0.2
os_unfair_lock,100000,16.3,0,19208,73.0,0.5
os_unfair_lock,100000,16.1,0,7291,37.0,0.2
os_unfair_lock,100000,16.4,0,44417,142.1,0.9
os_unfair_lock,100000,16.1,0,8292,39.8,0.2
os_unfair_lock,100000,15.9,0,250,20.3,0.1
os_unfair_lock,100000,15.9,0,334,20.3,0.1
os_unfair_lock,100000,16.0,0,7542,31.3,0.2
os_unfair_lock,100000,16.0,0,11041,40.3,0.3
os_unfair_lock,100000,16.3,0,29750,100.5,0.6
os_unfair_lock,100000,15.9,0,208,20.3,0.1
os_unfair_lock,100000,16.0,0,6041,29.3,0.2
os_unfair_lock,100000,16.0,0,14875,51.2,0.3
os_unfair_lock,100000,16.0,0,6917,29.9,0.2
os_unfair_lock,100000,16.2,0,10834,53.9,0.3
os_unfair_lock,100000,16.3,0,25292,94.1,0.6
os_unfair_lock,100000,21.1,0,95625,493.0,3.1
os_unfair_lock,100000,62.2,0,4279250,13532.7,83.9
os_unfair_lock,100000,22.5,0,109125,552.4,3.4
os_unfair_lock,100000,18.3,0,9000,42.1,0.3
os_unfair_lock,100000,18.4,0,15125,64.7,0.4
os_unfair_lock,100000,18.1,0,9833,45.3,0.3
os_unfair_lock,100000,18.1,0,14167,52.9,0.3
os_unfair_lock,100000,18.9,0,21333,117.1,0.7
os_unfair_lock,100000,18.5,0,23750,81.6,0.5
os_unfair_lock,100000,18.2,0,2292,21.9,0.1
os_unfair_lock,100000,18.4,0,14500,67.3,0.4
os_unfair_lock,100000,19.0,0,46542,169.0,1.0
os_unfair_lock,100000,18.3,0,16250,69.6,0.4
os_unfair_lock,100000,17.9,0,23167,127.3,0.8
os_unfair_lock,100000,16.1,0,8750,43.6,0.3
os_unfair_lock,100000,16.9,0,22250,106.0,0.7
os_unfair_lock,100000,16.2,0,17375,71.6,0.4
os_unfair_lock,100000,16.4,0,21584,88.9,0.6
os_unfair_lock,100000,15.9,0,250,20.3,0.1
os_unfair_lock,100000,16.5,0,16625,79.9,0.5
os_unfair_lock,100000,16.0,0,9958,37.9,0.2
os_unfair_lock,100000,16.5,0,20959,90.6,0.6
os_unfair_lock,100000,16.0,0,8709,40.8,0.3
os_unfair_lock,100000,16.1,0,6667,40.4,0.3
os_unfair_lock,100000,16.2,0,14917,67.0,0.4
os_unfair_lock,100000,16.1,0,10834,45.4,0.3
