Run,Open,Write,Read,Close
10024,110.8,53.8,6.7,98.5
10025,86.5,43.9,5.4,72.6
10026,86.7,55.2,7.2,75.3
10027,125.4,50.3,5.1,69.3
10028,82.6,53,6.4,127.4
10029,106.6,46.1,6.4,79.2
10030,83.3,44.8,5.1,62.6
10031,92.3,44.7,7.1,88.7
10032,85.7,45.6,5.3,62.4
10033,93.6,43.6,4.9,133.6
10034,92.7,46.9,4.9,64.8
10035,96.2,52.9,6.8,93
10036,84.2,53.9,5,64
10037,104.5,54.7,5,110.9
10038,103.4,46.5,5.1,72.5
10039,124.7,63.7,5.3,108.8
10040,105.9,46.8,5,73.1
10041,80.3,58.2,7.1,73.3
10042,94.9,45,6.2,68.4
10043,77.2,50.1,6.8,75.2
10044,95.9,44,6.3,74
10045,76.1,49.7,6.6,79.5
10046,95.9,43.8,5,116
10047,90.2,61.2,7.4,83.7
10048,98.3,52.2,5.1,111.6
10049,89.9,62.7,7.6,114.9
10050,105,54.8,13,110.8
10051,149.2,77.3,6.6,96.9
10052,165.3,58.8,6.3,127.6
10053,96.3,52.5,5.8,85.7
10054,101.4,60.3,5.3,71.2
10055,84.8,42.3,5,75.9
10056,118.9,73.2,6.4,134.3
10057,104.3,53.5,5.8,73.5
10058,110.4,143.3,10.1,122.5
10059,248.1,71,6.1,79.6
10060,126.6,66.1,5.9,99.4
10061,95.5,47.4,5.3,68.9
10062,126.7,85.9,5.5,94.7
10063,89.2,46.4,5.1,64
10064,98.6,45.7,4.9,116.4
10065,222.2,103,12.4,124.9
10066,161.7,80,8.5,308
10067,161.2,76.8,8.9,145
10068,157.7,95.2,9.1,191.7
10069,164.5,65.7,6.6,92.5
10070,96.2,71.7,6.5,74.1
10071,84.6,110.2,9.8,101.2
10072,139.9,53.2,5.5,73.9
10073,87.5,117.4,7.8,82.1
10074,173.2,59.7,7.5,132.5
10075,106.4,47,5.4,78.2
10076,89.4,48.9,4.9,123.4
10077,113.6,61.1,8.8,80.8
10078,103.1,48.1,5.1,67
10079,82,42,4.7,70.5
10080,69.6,41.8,6.4,69.4
10081,68.8,53.8,6.6,66
10082,100.2,47.3,4.9,63.2
10083,73.9,44.7,4.7,61.2
10084,107.8,70.4,4.8,118
10085,92.7,92.2,8.1,97.4
10086,110.2,57.7,6.6,78.1
10087,93,46.4,4.8,65.2
10088,76,42.3,7.3,79.7
10089,77,56.5,6.2,118.3
10090,116.9,46.6,4.9,68.4
10091,163.6,58.8,5.2,119.2
10092,111.2,61,6.8,92.5
10093,92.6,48.9,4.9,66.1
10094,80.2,41.8,4.7,121.5
10095,90.6,46.1,5.8,70.4
10096,73.8,56.1,7.7,86.6
10097,87.8,45.2,5,112.9
10098,166.7,44.6,4.7,123
10099,91.8,44.8,6.1,76.5
10100,87.6,47.8,5.1,64.5
10101,93.3,44.1,5,62.7
10102,77.2,44.5,4.6,65.8
10103,69.5,41.2,4.9,123.5
10104,82.8,116.2,5.6,108.7
10105,96.2,47.1,5.4,70.9
10106,74,54.6,9.8,76.3
10107,82.8,45.9,4.7,61.9
10108,79.1,50.7,4.8,100.9
10109,124.9,90.8,7.6,96.1
10110,93.5,123.7,4.9,73.2
10111,78.9,47.9,4.6,429.1
10112,234,146.2,13.2,148.2
10113,220.4,91.4,10.3,119.2
10114,163.4,73.5,8.2,197.5
10115,193.4,79,8.3,92.2
10116,138.6,50.8,5.3,186.8
10117,168.8,67.3,6.9,90.6
10118,117.9,53.8,7,505.5
10119,233.9,106.6,11.8,140.8
10120,233.8,94.2,10.4,203.8
10121,268.9,86.2,10.4,191.8
10122,158.1,84.7,8.7,184.9
10123,128.2,60.7,5.9,80
10124,99.8,60.1,5.1,71.9
10125,191.7,128.2,14,201.7
10126,236.1,99.1,10.6,161
10127,203.7,79.9,9.1,121.2
10128,173.6,74.4,8.5,121.8
10129,153.7,70.1,8.3,112.3
10130,139,68.6,7.8,139.1
10131,182.9,84,7.2,95.5
10132,115.1,47.6,4.9,74.6
10133,106.9,60.5,8,79.8
10134,91.4,47.5,4.6,62.5
10135,79.7,43.8,4.5,62.8
10136,74.5,41.9,4.5,87.1
10137,79.7,44.2,5.6,73.3
10138,70.6,51,6.3,82.8
10139,77.3,56.7,6.1,66.6
10140,76.4,46.2,5,62
10141,101.5,41.5,4.8,74.1
10142,101.2,48.3,4.9,58.1
10143,80.1,46.7,4.9,111.6
10144,187.1,91,8.5,160.3
10145,155.2,83.6,8.4,83.2
10146,113.6,60.7,5.1,149.1
10147,124.5,50.6,16.6,97.9
10148,96.7,46.9,5.8,89.3
10149,108.1,58.2,5.1,111.7
10150,97,47.6,5.3,87
10151,102.6,60.2,5.1,115.5
10152,95.9,47,5.6,82.3
10153,91.3,57.1,7.1,197.6
10154,273.7,154.7,24,236.5
10155,270.7,108.2,11.1,141.4
10156,336.4,121,45.5,147.6
10157,185.7,84.4,9.4,113.7
10158,158.9,72.8,8.6,103.8
10159,141.6,69.8,7.7,109.7
10160,116.6,47.5,7,69.5
10161,138.9,49.9,6.9,810
10162,366.3,276.8,17.8,173.9
10163,202.8,90,7.1,91.5
10164,126.6,49,5.1,77.6
10165,87.6,44.6,6,72.4
10166,75,42.5,5.1,188.6
10167,146.6,66.5,6.7,85.5
10168,99.2,44.9,5.6,121.8
10169,132.8,59.2,5.7,83.5
10170,96.2,100.2,7.8,83.3
10171,114.2,48,5.2,72.5
10172,80.6,43.7,4.9,160.7
10173,97.9,58.3,5.3,69.8
10174,90.4,43.7,5.5,137.3
10175,118.9,48.5,5.4,123.6
10176,107.2,57.3,6.8,89.5
10177,142,46.1,4.9,120
10178,92.2,46.4,6.2,70.3
10179,74.9,43.8,5.1,116.1
10180,129.7,50.1,7.4,75.3
10181,84.9,75,5.2,67.7
10182,106.2,44.9,6.5,69.9
10183,75.8,52.2,4.8,64
10184,139.8,57.2,5.5,96.2
10185,100.8,46.3,5.5,68.2
10186,73.9,94.2,6.7,132.9
10187,104.5,53.8,7.8,79
10188,87,43,4.7,119.5
10189,91,45.6,5.4,117.3
10190,87,44.2,6.6,64.5
10191,76.5,49.3,7.2,148.5
10192,125.1,56.7,6.1,76.9
10193,112.6,46.8,4.9,74.6
10194,87,44,4.7,75.3
10195,90.3,45.6,4.9,64.5
10196,75.8,41.4,4.9,118.4
10197,109.3,60,6,75.1
10198,92,45.4,4.8,65.2
10199,181.1,94.7,9.7,127.8
10200,178.8,81.9,9.9,132.8
10201,264.8,82.4,8.8,116.8
10202,140.6,52.5,5.8,196.4
10203,221,110.3,10.5,109.5
10204,128.5,65.7,7.7,132.2
10205,166.4,67.8,6.9,88.2
10206,120.3,71.6,7.7,91.1
10207,98.6,48.7,5,196.5
10208,170.7,62.1,6.1,85.2
10209,108.5,61.7,8.1,77
10210,101.7,46.6,5.2,92.4
10211,135.2,68.8,7.8,162.1
10212,221.6,21.1,10.1,145.4
10213,173.7,86.4,9,377.8
10214,212.2,77.3,9.6,126.2
10215,135.5,58.8,6,99
10216,118.9,49.1,5.1,90.3
10217,166.9,92.2,7.3,120.3
10218,142.8,57.8,7.9,128.9
10219,139.8,67.1,8.3,96.4
10220,118.8,48.4,6,99.5
10221,103.4,60.5,6.2,118.2
10222,126.3,64.8,8.2,91.3
10223,107.7,45.9,5.8,87.5
10224,88.9,59.2,7.4,81.1
10225,87.2,44.3,6.8,81.5
10226,132.1,75.7,5.9,288.4
10227,125.4,54.9,5.3,76.6
10228,109.3,62.6,7.9,79
10229,104.2,50.7,5.1,139.9
10230,110.3,52.1,5.3,85.6
10231,150,66.1,5.2,78
10232,90.6,44.8,7.5,87.9
10233,111.6,59.2,5,67
10234,103.2,48,4.9,168
10235,119.8,49,5.8,85.2
10236,138.9,65.2,5.8,139.6
10237,127.1,59.9,5.4,70.9
10238,120.4,49.5,5,74.3
10239,91.7,60.7,5.7,91.4
10240,99.8,46,4.8,66
10241,95.2,45.9,5,118
10242,108.9,83.2,9.9,74.4
10243,91.3,58.1,7.4,72.2
10244,150.9,47,5.1,90.3
10245,126.1,71.7,7.8,108.5
10246,211.2,103.1,10.1,164.8
10247,134.2,56,6.1,79.4
10248,109.5,48.3,5.4,132.2
10249,95.2,85.3,6.6,72.1
10250,92.4,43.5,4.8,62.9
10251,87.6,47,6.1,115.1
10252,100.5,46.4,5.1,66.7
10253,79.4,42.2,5.2,67.4
10254,70.6,41.3,4.7,120.7
10255,86.5,56.4,6,75.1
10256,117.4,45.1,5,65.7
10257,92.9,54.2,5.4,76.2
10258,79.7,58.8,6.4,65.8
10259,90.2,44.6,4.9,169.6
10260,223,85.2,8.6,122.2
10261,166.2,72.8,7.2,103.3
10262,455,112,10.8,168.1
10263,338.3,96.5,9.8,130.3
10264,160.5,58.8,5.6,86.3
10265,180.8,58.4,6.6,100.8
10266,93.2,44.8,5.1,67.2
10267,111.6,54.4,5.4,83.7
10268,93.6,44.6,4.9,130.8
10269,92.5,45.6,5.3,68.6
10270,113,53.8,39.5,179.4
10271,196.1,88.4,10.3,125.8
10272,156.3,79.6,8.4,159.9
10273,149.1,61.6,6.7,116.1
10274,197.7,76.9,6.8,92.3
10275,113.9,83,6.3,125.5
10276,133.1,64.1,7.9,92.4
10277,108.1,46.6,5.1,108.2
10278,95.2,59,5.1,130.8
10279,102.4,49.5,5.4,86.9
10280,164.7,62.3,5.9,91.6
10281,111.8,63.2,5.1,157.2
10282,133.9,58.5,6.7,130
10283,116.7,49.1,5.1,78.3
10284,86.9,46.8,5,126.8
10285,98.3,55.4,8.3,75.9
10286,80.8,45.1,5.1,66
10287,107.4,45.6,4.9,64.4
10288,80.6,42,4.7,62.6
10289,101.9,59.3,8.5,97.1
10290,124.5,69.6,7.3,101.2
10291,150.7,53.4,6.3,80
10292,110.5,51.4,5.3,77.2
10293,91.2,71.4,4.8,72.7
10294,153,42.7,4.4,132
10295,93.5,46.2,6.3,83.2
10296,81.9,47.9,5,63.7
10297,92.3,45.8,4.9,62.2
10298,74.4,42.5,4.3,64.4
10299,71.2,41.6,5,201.6
10300,135.6,98.4,6.2,80.9
10301,101.9,56.9,43.7,101.2
10302,121,49.1,5.5,85.7
10303,90.5,54,6.5,122
10304,111.2,47.6,5.2,68.7
10305,81,42.7,4.6,104.1
10306,159.1,57.9,5.6,125.2
10307,108.6,48.2,5.8,115.4
10308,116.6,85,7.7,80.4
10309,87.2,61.4,5.3,68
10310,85.1,42.1,5.6,118.4
10311,103.3,62.2,7.7,93.4
10312,403.6,120,12.3,142.1
10313,212.6,93.6,11.4,137.7
10314,274.6,115.5,11.3,130
10315,188.7,84.2,9,125.2
10316,169.1,74.8,8.7,104.3
10317,129.6,109.8,6.7,168.1
10318,143.1,85,7.9,102.5
10319,127,52.3,5.5,72.8
10320,105.4,65.8,7.7,119.4
10321,206.9,63.6,6.5,98.6
10322,132.5,108.9,5.8,132.8
10323,122.5,64.8,7.6,88.6
10324,109.2,44.9,5,78.8
10325,88.4,103,6.5,126.4
10326,101.4,49.1,5.6,90.2
10327,175.3,57.4,5.6,86.9
10328,117.4,63.3,5.4,180.1
10329,124.2,65.9,7.7,90.1
10330,116.6,46.4,5.3,81.5
10331,90.5,57.5,5.1,74.1
10332,85.6,43.8,6,82.1
10333,86.9,54,4.7,69.5
10334,91,45.2,6.2,83.2
10335,98.7,75.2,5.3,69.2
10336,101.9,65.2,6.4,88.1
10337,150.2,137.8,11.4,117.7
10338,188.7,80.8,8,110.3
10339,162.3,73.1,8.2,195.6
10340,194.6,91.8,10.8,208.2
10341,221,102.3,11.7,174.9
10342,201.5,70.5,7,91.6
10343,167.2,69.7,5.7,136.9
10344,109.6,49.6,5.9,90.9
10345,107.3,60.5,5,244.2
10346,109.7,64.5,5.4,81
10347,93.4,44.1,6,80
10348,85.1,59.5,7.1,78.1
10349,86.7,45.5,4.9,113.5
10350,107,56.9,10.9,94.8
10351,96.8,47.4,5.1,163.8
10352,119.7,59.2,6.9,93
10353,93.2,47,5,64
10354,96.5,51.8,6.8,88.4
10355,81.9,43.9,5.6,67.3
10356,137.2,162.2,7.3,108.4
10357,661.2,123.1,14,176.1
10358,206.2,81.8,10,137.8
10359,181.7,83.2,46.5,131.9
10360,187.4,67.2,6.8,91.7
10361,127.9,61.6,5.6,85.9
10362,114.9,59.6,5.3,77.4
10363,103.7,58.4,5,77.8
10364,134.2,78.6,6.6,91.1
10365,144.5,60.8,5.6,79.3
10366,119.7,59.4,7.2,79.5
10367,104,100.4,6.6,86.5
10368,115.4,56.5,4.8,78
10369,91.2,58.5,5.2,81.3
10370,119.9,55.4,4.8,75.1
10371,87.9,57.4,7.3,73.3
10372,84.6,62.6,7.2,75.6
10373,84.2,87.1,7.7,111.1
10374,105.9,59.6,5.3,124.4
10375,127.4,44.8,5,76.9
10376,87.1,55.4,7.1,75.8
10377,131.3,77.2,6.2,88.6
10378,159.5,61.8,5.9,83
10379,99.7,61.3,5.1,76.2
10380,99.2,58.3,5.7,74.6
10381,84.7,56.4,7,74.2
10382,85.5,55.8,6.9,72.9
10383,99.2,44.4,4.9,80
10384,149.8,86.8,9.1,256.7
10385,269.5,105.8,12.5,146
10386,211,157.1,52.7,185.4
10387,223.9,88.7,9.9,118.9
10388,203.4,78.7,8.8,125.1
10389,196.4,71.9,8.2,118.2
10390,184.2,71.3,9.5,115.4
10391,143.7,69.9,7.7,109.7
10392,162.9,75.6,8.7,117.1
10393,144,68.3,7.5,112.4
10394,143.4,67.4,7.5,110.2
10395,226.5,91.4,9.3,131.1
10396,167.5,74,8.4,116.8
10397,141.7,69.1,8.2,173.5
10398,141,68.7,8.3,112.6
10399,146.2,65.2,7.3,84.7
10400,99.1,44.2,5,133
10401,718.6,140.7,14,291.8
10402,212.7,93.9,10.6,349.4
10403,212.2,79.7,8.7,113.8
10404,169.6,56.9,5.9,89.3
10405,113,47.9,5,80.9
10406,146.6,92.4,7.9,114.1
10407,166.9,70.3,6.1,91.7
10408,178.1,77.2,7.7,97.3
10409,150.3,58.4,5.4,79.4
10410,145.1,75,5.8,89
10411,122.5,71.7,5.1,77.8
10412,95.9,72.9,5.3,76.8
10413,136.6,71.1,5.8,86.5
10414,111.7,58.7,5.3,77.9
10415,103.1,57,7.4,84.3
10416,108.2,60.3,7.6,76
10417,88.1,57.1,7.1,76.8
10418,134,71.3,5.6,86.2
10419,113.4,58.8,5.1,77.5
10420,90.4,98.5,6.4,139.2
10421,128.1,47.6,5.4,104.7
10422,110.1,67.3,5.5,77.2
10423,263.4,102.6,15.4,136.3
10424,198.8,131,10.8,247.4
10425,223.7,83.1,9.9,119.5
10426,134.1,63.9,7,88.5
10427,106.2,62.7,5.6,79.1
10428,97.2,58.8,6.9,80.5
10429,95.1,58.2,7.2,78
10430,87.3,123.6,9.8,116.5
10431,254.9,55.4,11.9,101.3
10432,160.5,190.4,6.8,104.9
10433,161.7,50.8,5.3,97.1
10434,106.7,46.6,5,77.6
10435,87,53.4,4.8,73.2
10436,81,53.2,6.4,135.1
10437,95,51.4,7,81.3
10438,85.2,50.1,5,71.3
10439,77,49.9,5.3,71.6
10440,77.3,54.9,5.9,73.2
10441,77.2,54.4,5.8,80.2
10442,86,47.4,4.8,70.9
10443,76.8,54.7,13,180.4
10444,126.4,51,6.6,80.9
10445,108.9,47.9,5.3,75.3
10446,82.5,49.6,5.1,71.3
10447,80.7,56.5,5,72
10448,79.2,56.3,5.7,73.1
10449,76.4,56.3,6.6,88.7
10450,197.8,197.4,13.3,153
10451,239.1,91.5,9.6,114.6
10452,274.9,124.2,12.3,224.7
10453,250.9,96.2,8.4,155.9
10454,171.5,54.9,6,90.2
10455,117,73.4,5.9,83.5
10456,145,73.1,6.5,102.2
10457,193.3,61.4,5.8,88
10458,133.7,57.3,5.5,82.6
10459,100.1,60.2,6.5,76.4
10460,132.7,72.8,5.7,88.2
10461,120.8,57,5.5,87.6
10462,101.5,59.6,5.9,77.8
10463,92.1,58.7,5.1,118.7
10464,148.7,64.9,5.6,84.3
10465,168,54.6,5.2,76.7
10466,102.3,100,6,143.7
10467,128.2,47.3,5,78.1
10468,125,126.1,11.9,135.9
10469,185.3,89.2,7.3,95.8
10470,109.7,66.4,15.4,148.3
10471,176.9,56.5,5.3,85.3
10472,155.9,56.3,5.7,84.7
10473,125.4,51.7,5.2,78
10474,98.6,47.1,4.8,73
10475,81.5,55.9,5.2,71
10476,77.7,56.4,5.9,73
10477,78.3,74.5,8.5,96.1
10478,113.8,57.6,5,96.9
10479,221.3,46.8,5,79.1
10480,130.6,88.4,6.6,89.6
10481,123.3,57.4,5.6,79.8
10482,97.1,59.4,6.7,75.5
10483,94.5,57.6,7.1,77.2
10484,93.7,58.6,7,82.5
10485,133.1,72.3,5.6,84.7
10486,110.8,78.7,4.9,76.9
10487,96.6,60.8,5,75.8
10488,102.6,62.4,5,77.7
10489,89.6,58.8,5,119.2
10490,149.7,57.9,5.5,204.6
10491,151.4,57,6.5,88
10492,119.5,58,5.2,78.4
10493,102.7,104.5,7.4,91
10494,131,54.3,5.2,78.2
10495,165.5,52.1,4.9,76.9
10496,90.4,58,7.3,79.7
10497,101,59.4,5.1,103.5
10498,93.8,53.9,5.4,73.2
10499,83.8,66.2,7,95.1
10500,217.6,89.6,10.1,189.5
10501,257.7,133,12.5,113
10502,316.5,74.9,7,101.9
10503,133.7,84.6,43.4,265.6
10504,175.2,66.6,8.6,95.6
10505,138.1,68.9,6.2,91.7
10506,105.1,62,6.9,82.3
10507,99.5,61.1,6.8,79
10508,87.9,56.7,27.9,78.6
10509,93.3,58.6,7,77.2
10510,86.4,109.3,11,106.8
10511,157,58.9,5.4,81.7
10512,104.1,61.4,7.2,128.3
10513,117.3,46.9,5.4,79
10514,139.1,74.9,6,88
10515,121.4,58,5.3,81.9
10516,109.5,57.9,8,215
10517,302.9,109.2,11.5,156.7
10518,209.7,265.9,13.9,168.7
10519,174,90.7,10,140.4
10520,175.1,80.5,8.9,132.6
10521,184.2,85.3,9.6,132
10522,177.7,79.2,9.1,127.2
10523,176.8,56.8,6.1,90.6
10524,199,105.4,9,118
10525,174.4,75.2,6.1,94
10526,121.4,64,5.8,83.9
10527,101.2,83.4,5.4,81.7
10528,92.3,73.1,6.2,79.7
10529,93.7,81.9,5.4,78.7
10530,109.3,61.8,7,119.4
10531,115.3,62.5,5.7,75.7
10532,88.1,59.2,6.9,80.2
10533,87.7,56.9,7.1,78.6
10534,86.3,56.7,7.2,80.9
10535,83.4,126.5,8.6,158.2
10536,165.2,51,5.6,83.6
10537,97.8,57.7,7.3,86.5
10538,97.2,57.4,6.9,77.3
10539,85.4,55.4,7.2,77.5
10540,90.7,103.7,7.2,95.3
10541,159.7,65.1,5.5,82.6
10542,99.9,59.3,6.1,75
10543,123.5,69.6,6.3,83.3
10544,151.7,61.2,5.4,76
10545,116.3,68.4,7.5,117.5
10546,326.5,96.1,172,198.5
10547,291.7,163.7,10.9,118.7
10548,167.9,71,6,90.5
10549,194,75.4,6.6,98
10550,150.5,57,5.5,93.8
10551,159.2,67.7,6,88.2
10552,123.9,58.8,5.7,80.9
10553,99.3,60.5,5.5,76.2
10554,135,78.6,6.2,87.3
10555,124.2,58.6,5.1,77.4
10556,93.9,57.3,7,76.8
10557,89.9,57.9,6.9,77.2
10558,83.8,61.5,6.4,312.8
10559,240.9,75.6,8,109.8
10560,187,75.2,6.3,92.3
10561,172,66.7,5.8,89.2
10562,125.8,57.9,5.2,79.2
10563,97.8,58.2,6.8,84.7
10564,94,59.8,4.7,74
10565,86.6,55.8,6.9,74.9
10566,84.6,57.3,6.9,78.4
10567,125.6,106.5,7.6,96.8
10568,157.7,62.2,5.4,82
10569,106.5,61.1,5.1,77.3
10570,92.8,58.5,32.9,81.4
10571,89.9,107.1,8.2,103.3
10572,121.5,58,6.8,78.5
10573,96.6,58.2,7.2,75.8
10574,91.9,59.5,5.1,75.7
10575,86.2,56.1,6.8,73.7
10576,86.2,59.1,7.3,75.8
10577,87.4,55.6,7,98
10578,216.8,59.8,6.1,94.1
10579,105.8,59.3,5.4,83.8
10580,94,59.9,5.2,76
10581,102,63.9,7.3,122.6
10582,120.5,52.8,5.2,76.4
10583,134.2,83.6,6.2,93.5
10584,173.6,56.8,5.6,83.6
10585,102.5,61.4,5.2,76.1
10586,131.7,71.9,5.5,86.5
10587,113.4,58.6,5.1,102.7
10588,98.3,60.3,4.9,74.4
10589,87.4,56.6,7,74.1
10590,85.7,58.3,7.3,74.8
10591,98,58.3,5.6,74.8
10592,129.5,74.6,5.7,85.3
10593,115.2,57.2,5.1,79.8
10594,93.5,58.7,7.1,93.3
10595,99.4,60.6,7,200.2
10596,104.8,62.4,8.1,104
10597,643.1,154.3,11.8,142
10598,160,106.2,21.7,223.2
10599,261.7,101.7,9.2,123.8
10600,232.6,91.2,7.8,114.9
10601,173.1,68.6,6,91.9
10602,120.5,59.9,5.6,83.3
10603,133,118,8.5,122.8
10604,156.9,83.7,9.7,174.9
10605,190.8,108,9,138.8
10606,179.2,73.1,6.9,152.6
10607,134.6,49.8,5.5,84.3
10608,101.9,61.8,7.4,84.5
10609,95.8,60.4,5.1,76.5
10610,136.6,89.3,7.3,103.5
10611,166.9,50.6,5.6,102
10612,113,60.5,5.3,78.5
10613,100,61.7,7.1,77
10614,134.2,77,6.1,87.3
10615,136.2,57.9,5.4,78.8
10616,99.7,95.1,6.4,87.5
10617,121,57.6,5.1,77.6
10618,95.5,76,5.5,76.9
10619,90.8,59.3,6.8,75.8
10620,86.6,55.6,7.1,79.3
10621,84.8,55.6,7,79.5
10622,100.9,61.3,4.9,74.9
10623,130.8,72.1,5.6,85.1
10624,113.6,56.9,4.9,78.7
10625,102.1,59.7,7.1,84.5
10626,87.2,94,9.9,88.5
10627,107.5,59.1,5,145.3
10628,126.5,51.4,5.6,100.8
10629,98.9,61.1,5.5,77.4
10630,86.4,96.4,9.5,104.7
10631,117.7,54.7,5,80.1
10632,95.5,62.2,4.9,75
10633,131.6,71.2,5.7,82.2
10634,149.9,62.8,5.5,85.3
10635,99.4,59.7,4.8,85
10636,92.9,58.6,5.7,76.3
10637,148,60.7,5.3,76.6
10638,95.9,60,5.1,73.8
10639,94.2,59.1,5,76.3
10640,85,55.1,7.1,75
10641,85,60.5,6.9,75.4
10642,83.4,56.3,7.2,75
10643,86,59.9,6.3,74.5
10644,105.2,59.9,5.7,75.8
10645,136.1,67.9,5.9,85.8
10646,105.1,55,6.8,115.3
10647,325.6,275.4,17.6,322.9
10648,236.3,108.5,9.3,122.1
10649,197.6,76.7,9.3,122.1
10650,176.7,85.9,7.2,211.7
10651,124.9,77.4,7.9,102
10652,112.3,56.8,5.3,78.3
10653,99.9,61.2,4.9,78.3
10654,106.6,60.3,5.2,75.4
10655,138.6,63.9,5.2,76.8
10656,96.7,59.9,4.8,76.1
10657,100.9,59.3,5.1,73.2
10658,149.9,59.2,5,74.4
10659,104.4,78.7,5,76
10660,87.6,54.9,7.2,73.8
10661,83.5,57.2,7.1,74.9
10662,91,54.7,7.6,81.6
10663,95.6,93.8,5.8,75
10664,92.8,57.1,6.3,206
10665,167.7,52.9,5.1,82.8
10666,257.9,61.4,5.9,100
10667,105.8,57.4,5.2,78.8
10668,137.5,97.8,7.2,96
10669,156.3,59.5,5.7,84.3
10670,104.2,62,5.3,76.2
10671,102.3,61.2,5.7,88.5
10672,92.1,60.7,5.4,78.4
10673,131.7,74.6,6.1,132.6
10674,132.4,48.3,5.3,79.7
10675,102.9,59.3,4.9,74.7
10676,130.5,72.6,6,85.4
10677,113,60,5.1,77.1
10678,95.2,148.6,5.5,79.6
10679,157.1,66.8,5.4,88.9
10680,121,60.6,5.8,77.8
10681,103.8,106.3,6.4,86.6
10682,117.4,59.1,5.1,77.4
10683,127.9,64.1,5.9,82.7
10684,149,59.9,5.1,83.8
10685,96.4,58.3,4.9,75
10686,86.9,55.8,7,74.3
10687,84.9,58.7,7.1,76.2
10688,91,55,7.1,85.4
10689,87.5,54.5,7,75.5
10690,84.4,55.9,6.9,73.9
10691,109.6,58.8,5.1,73.4
10692,98.7,59.4,7.2,76.5
10693,94.6,58.1,6.9,73
10694,119.8,72.1,6.7,84.4
10695,186.4,46.4,5.1,87.8
10696,99.3,61.8,5.4,130
10697,115.5,49.3,5.5,102
10698,140.1,77.7,9.2,493.2
10699,188.9,98.5,9.9,103.7
10700,327,106.2,9.9,209.6
10701,334.6,118.5,10.8,130.2
10702,157.2,58,8.7,186.9
10703,171.8,74.2,7.5,178.7
10704,127.6,53.3,6.2,168.8
10705,106.9,46.9,5.6,123.3
10706,117.3,63.8,5.3,80.1
10707,151.3,71.4,6.2,86.9
10708,138.2,63.4,5.6,86.7
10709,103.7,82,6.8,79.7
10710,158.6,64.9,5.7,84.2
10711,123.3,84.9,5.3,73.5
10712,100.1,59.5,5.1,80.8
10713,91.1,59.3,7.3,75.6
10714,84.4,132.2,8.4,81.5
10715,93.2,56.8,6.1,62.7
10716,95.3,60.8,5.1,66.5
10717,85,54.4,6.7,71.4
10718,77.5,42.7,6.5,120.2
10719,116.7,47.3,5.5,124.9
10720,192.9,57.2,5.5,70.7
10721,124.5,46.6,5,64.6
10722,81.3,57.6,5.5,82.1
10723,83.8,42,7.1,142.7
10724,91.7,44.7,5.9,114
10725,86.9,43.8,4.8,115
10726,88.1,44.1,4.9,61.8
10727,101.7,59.6,5.1,66.4
10728,80,127.4,8,74.7
10729,87.6,83.7,6.9,104.5
10730,133.3,49.4,7.5,105.5
10731,104.5,52.5,15.8,99.5
10732,94.1,87.9,5.8,106.8
10733,89.8,62.3,6.9,91.1
10734,115.4,57.8,5.4,108.6
10735,103.9,58.5,9.5,90.8
10736,103.4,60.3,5,111.1
10737,106.7,82.2,6.9,93.4
10738,129.8,80,6.3,93.5
10739,125,57.1,5.3,80.8
10740,114,61.5,5.2,77.5
10741,134.3,70.1,5.5,84
10742,114.5,56,5,120
10743,117.3,52.9,7.3,76.5
10744,100.4,97.5,5.6,78
10745,124,69.9,6.5,87.5
10746,116.5,57.8,5.3,89.8
10747,91.1,50,7.7,91.4
10748,520.1,137.7,12.9,350.4
10749,230.1,162.6,12.3,139
10750,296.2,120.6,12.1,206.4
10751,199.3,81.4,7.5,110.1
10752,143.6,65.3,7.1,107.5
10753,121.3,83.7,5.7,83.4
10754,102.7,62.8,6.2,82.7
10755,135.3,87.9,5.8,86.1
10756,106.6,61,7,79.5
10757,163.8,77.8,6.5,95.3
10758,143.8,64.3,6.6,80.4
10759,108.4,62.4,6.7,81
10760,132.6,75.1,6,91.2
10761,125.9,57.2,5.2,80.2
10762,100.1,60.4,7.3,76.8
10763,131.5,141,5.6,91.9
10764,115.3,63.8,5.5,80.8
10765,109.6,61.9,8,129.8
10766,117.5,47.1,5.2,77.3
10767,88.2,57.6,6.1,93.3
10768,91.1,57.8,6.9,74.9
10769,120.2,51.6,5,73.3
10770,81.9,52.7,5.7,70.4
10771,77.7,109.1,12.3,134.3
10772,181.9,75.3,6.3,90.6
10773,181.2,75.8,8.8,99.3
10774,164.6,57.8,5.7,86.1
10775,158.6,60.2,5.5,81.6
10776,109.8,57.3,5.2,87.6
10777,97,59.2,5,77.1
10778,154.9,61.4,5.3,79.5
10779,98.2,59.1,5,75.3
10780,98.5,59.2,5,74
10781,159.5,63.6,5.1,76.5
10782,97.9,58.9,6.8,74.6
10783,121.6,86.9,6,91
10784,130.6,54.8,5.3,79.5
10785,101.1,60.7,5.2,77.7
10786,94.3,58.5,7,74.9
10787,103.7,62.3,5.1,96
10788,94.2,58.4,5.4,119.8
10789,234.3,47.9,5.4,81.9
10790,108.7,66.8,7.3,79
10791,132.3,73,5.9,89.7
10792,137,58.9,5.1,76.9
10793,99.1,59.9,7.7,76.5
10794,91,57.7,5.6,75.5
10795,86,54.7,7,74.1
10796,86.3,55,7.1,105.8
